in s,C2 in V
-5.9870038E+01,-5.1026917E+00
-5.9869123E+01,-5.1020813E+00
-5.9868207E+01,-5.1026917E+00
-5.9867291E+01,-5.1051331E+00
-5.9866376E+01,-5.1033020E+00
-5.9865460E+01,-5.1029968E+00
-5.9864545E+01,-5.0965881E+00
-5.9863629E+01,-5.1033020E+00
-5.9862714E+01,-5.1023865E+00
-5.9861798E+01,-5.1063538E+00
-5.9860883E+01,-5.1029968E+00
-5.9859967E+01,-5.1060486E+00
-5.9859052E+01,-5.1048279E+00
-5.9858136E+01,-5.1078796E+00
-5.9857221E+01,-5.1054382E+00
-5.9856305E+01,-5.1091003E+00
-5.9855390E+01,-5.1063538E+00
-5.9854474E+01,-5.1081848E+00
-5.9853559E+01,-5.1057434E+00
-5.9852643E+01,-5.1081848E+00
-5.9851727E+01,-5.1112366E+00
-5.9850812E+01,-5.1048279E+00
-5.9849896E+01,-5.1081848E+00
-5.9848981E+01,-5.1066589E+00
-5.9848065E+01,-5.1048279E+00
-5.9847150E+01,-5.1051331E+00
-5.9846234E+01,-5.1057434E+00
-5.9845319E+01,-5.1023865E+00
-5.9844403E+01,-5.1042175E+00
-5.9843488E+01,-5.1029968E+00
-5.9842572E+01,-5.1045227E+00
-5.9841657E+01,-5.1029968E+00
-5.9840741E+01,-5.1011658E+00
-5.9839826E+01,-5.1054382E+00
-5.9838910E+01,-5.1081848E+00
-5.9837995E+01,-5.1075745E+00
-5.9837079E+01,-5.1023865E+00
-5.9836163E+01,-5.1069641E+00
-5.9835248E+01,-5.1069641E+00
-5.9834332E+01,-5.1057434E+00
-5.9833417E+01,-5.1072693E+00
-5.9832501E+01,-5.1078796E+00
-5.9831586E+01,-5.1081848E+00
-5.9830670E+01,-5.1097107E+00
-5.9829755E+01,-5.1081848E+00
-5.9828839E+01,-5.1075745E+00
-5.9827924E+01,-5.1078796E+00
-5.9827008E+01,-5.1078796E+00
-5.9826093E+01,-5.1057434E+00
-5.9825177E+01,-5.1084900E+00
-5.9824262E+01,-5.1087952E+00
-5.9823346E+01,-5.1060486E+00
-5.9822431E+01,-5.1066589E+00
-5.9821515E+01,-5.1066589E+00
-5.9820600E+01,-5.1081848E+00
-5.9819684E+01,-5.1033020E+00
-5.9818768E+01,-5.1081848E+00
-5.9817853E+01,-5.1048279E+00
-5.9816937E+01,-5.1051331E+00
-5.9816022E+01,-5.1066589E+00
-5.9815106E+01,-5.1100159E+00
-5.9814191E+01,-5.1072693E+00
-5.9813275E+01,-5.1115417E+00
-5.9812360E+01,-5.1039124E+00
-5.9811444E+01,-5.1087952E+00
-5.9810529E+01,-5.1008606E+00
-5.9809613E+01,-5.1081848E+00
-5.9808698E+01,-5.1039124E+00
-5.9807782E+01,-5.1054382E+00
-5.9806867E+01,-5.1045227E+00
-5.9805951E+01,-5.1084900E+00
-5.9805036E+01,-5.1060486E+00
-5.9804120E+01,-5.1075745E+00
-5.9803204E+01,-5.1051331E+00
-5.9802289E+01,-5.1048279E+00
-5.9801373E+01,-5.1039124E+00
-5.9800458E+01,-5.1078796E+00
-5.9799542E+01,-5.1011658E+00
-5.9798627E+01,-5.1023865E+00
-5.9797711E+01,-5.0984192E+00
-5.9796796E+01,-5.0990295E+00
-5.9795880E+01,-5.1048279E+00
-5.9794965E+01,-5.0987244E+00
-5.9794049E+01,-5.1020813E+00
-5.9793134E+01,-5.1054382E+00
-5.9792218E+01,-5.1042175E+00
-5.9791303E+01,-5.1048279E+00
-5.9790387E+01,-5.1042175E+00
-5.9789472E+01,-5.0999451E+00
-5.9788556E+01,-5.0990295E+00
-5.9787641E+01,-5.1026917E+00
-5.9786725E+01,-5.1011658E+00
-5.9785809E+01,-5.1036072E+00
-5.9784894E+01,-5.1026917E+00
-5.9783978E+01,-5.0996399E+00
-5.9783063E+01,-5.1063538E+00
-5.9782147E+01,-5.1023865E+00
-5.9781232E+01,-5.1042175E+00
-5.9780316E+01,-5.1063538E+00
-5.9779401E+01,-5.1072693E+00
-5.9778485E+01,-5.1054382E+00
-5.9777570E+01,-5.1060486E+00
-5.9776654E+01,-5.1091003E+00
-5.9775739E+01,-5.1048279E+00
-5.9774823E+01,-5.1051331E+00
-5.9773908E+01,-5.1036072E+00
-5.9772992E+01,-5.1008606E+00
-5.9772077E+01,-5.1042175E+00
-5.9771161E+01,-5.1039124E+00
-5.9770245E+01,-5.1060486E+00
-5.9769330E+01,-5.1063538E+00
-5.9768414E+01,-5.1033020E+00
-5.9767499E+01,-5.1036072E+00
-5.9766583E+01,-5.1063538E+00
-5.9765668E+01,-5.1039124E+00
-5.9764752E+01,-5.1023865E+00
-5.9763837E+01,-5.1029968E+00
-5.9762921E+01,-5.1036072E+00
-5.9762006E+01,-5.1014709E+00
-5.9761090E+01,-5.1029968E+00
-5.9760175E+01,-5.1048279E+00
-5.9759259E+01,-5.0996399E+00
-5.9758344E+01,-5.0950623E+00
-5.9757428E+01,-5.0810242E+00
-5.9756513E+01,-5.0770569E+00
-5.9755597E+01,-5.0801086E+00
-5.9754682E+01,-5.0801086E+00
-5.9753766E+01,-5.0779724E+00
-5.9752850E+01,-5.0785828E+00
-5.9751935E+01,-5.0801086E+00
-5.9751019E+01,-5.0715637E+00
-5.9750104E+01,-5.0737000E+00
-5.9749188E+01,-5.0706482E+00
-5.9748273E+01,-5.0691223E+00
-5.9747357E+01,-5.0636292E+00
-5.9746442E+01,-5.0611877E+00
-5.9745526E+01,-5.0553894E+00
-5.9744611E+01,-5.0492859E+00
-5.9743695E+01,-5.0450134E+00
-5.9742780E+01,-5.0370789E+00
-5.9741864E+01,-5.0352478E+00
-5.9740949E+01,-5.0276184E+00
-5.9740033E+01,-5.0199890E+00
-5.9739118E+01,-5.0132751E+00
-5.9738202E+01,-4.9992371E+00
-5.9737286E+01,-4.9739075E+00
-5.9736371E+01,-4.8948669E+00
-5.9735455E+01,-4.5906067E+00
-5.9734540E+01,-4.2292786E+00
-5.9733624E+01,-3.8777161E+00
-5.9732709E+01,-3.5444641E+00
-5.9731793E+01,-3.2124329E+00
-5.9730878E+01,-2.8926086E+00
-5.9729962E+01,-2.5889587E+00
-5.9729047E+01,-2.2917175E+00
-5.9728131E+01,-2.0182800E+00
-5.9727216E+01,-1.7481995E+00
-5.9726300E+01,-1.4949036E+00
-5.9725385E+01,-1.2583923E+00
-5.9724469E+01,-1.0438538E+00
-5.9723554E+01,-8.4213257E-01
-5.9722638E+01,-6.4926147E-01
-5.9721722E+01,-4.7988892E-01
-5.9720807E+01,-3.3248901E-01
-5.9719891E+01,-1.9699097E-01
-5.9718976E+01,-8.6517334E-02
-5.9718060E+01,6.8664551E-03
-5.9717145E+01,7.8582764E-02
-5.9716229E+01,1.3595581E-01
-5.9715314E+01,1.6616821E-01
-5.9714398E+01,1.7990112E-01
-5.9713483E+01,1.7288208E-01
-5.9712567E+01,1.3992310E-01
-5.9711652E+01,8.2550049E-02
-5.9710736E+01,7.7819824E-03
-5.9709821E+01,-8.4075928E-02
-5.9708905E+01,-2.0462036E-01
-5.9707990E+01,-3.4622192E-01
-5.9707074E+01,-5.0003052E-01
-5.9706159E+01,-6.8984985E-01
-5.9705243E+01,-8.8790894E-01
-5.9704327E+01,-1.1119080E+00
-5.9703412E+01,-1.3447571E+00
-5.9702496E+01,-1.6078186E+00
-5.9701581E+01,-1.8821716E+00
-5.9700665E+01,-2.1678162E+00
-5.9699750E+01,-2.4687195E+00
-5.9698834E+01,-2.7867126E+00
-5.9697919E+01,-3.1010437E+00
-5.9697003E+01,-3.4425354E+00
-5.9696088E+01,-3.7867737E+00
-5.9695172E+01,-4.1423035E+00
-5.9694257E+01,-4.5057678E+00
-5.9693341E+01,-4.8417664E+00
-5.9692426E+01,-4.9623108E+00
-5.9691510E+01,-4.9919128E+00
-5.9690595E+01,-5.0056458E+00
-5.9689679E+01,-5.0172424E+00
-5.9688763E+01,-5.0260925E+00
-5.9687848E+01,-5.0309753E+00
-5.9686932E+01,-5.0379944E+00
-5.9686017E+01,-5.0416565E+00
-5.9685101E+01,-5.0422668E+00
-5.9684186E+01,-5.0492859E+00
-5.9683270E+01,-5.0544739E+00
-5.9682355E+01,-5.0608826E+00
-5.9681439E+01,-5.0627136E+00
-5.9680524E+01,-5.0593567E+00
-5.9679608E+01,-5.0645447E+00
-5.9678693E+01,-5.0648499E+00
-5.9677777E+01,-5.0660706E+00
-5.9676862E+01,-5.0712585E+00
-5.9675946E+01,-5.0715637E+00
-5.9675031E+01,-5.0764465E+00
-5.9674115E+01,-5.0697327E+00
-5.9673200E+01,-5.0764465E+00
-5.9672284E+01,-5.0764465E+00
-5.9671368E+01,-5.0801086E+00
-5.9670453E+01,-5.0767517E+00
-5.9669537E+01,-5.0785828E+00
-5.9668622E+01,-5.0773621E+00
-5.9667706E+01,-5.0798035E+00
-5.9666791E+01,-5.0758362E+00
-5.9665875E+01,-5.0779724E+00
-5.9664960E+01,-5.0703430E+00
-5.9664044E+01,-5.0807190E+00
-5.9663129E+01,-5.0773621E+00
-5.9662213E+01,-5.0730896E+00
-5.9661298E+01,-5.0794983E+00
-5.9660382E+01,-5.0764465E+00
-5.9659467E+01,-5.0798035E+00
-5.9658551E+01,-5.0807190E+00
-5.9657636E+01,-5.0788879E+00
-5.9656720E+01,-5.0746155E+00
-5.9655804E+01,-5.0798035E+00
-5.9654889E+01,-5.0782776E+00
-5.9653973E+01,-5.0758362E+00
-5.9653058E+01,-5.0788879E+00
-5.9652142E+01,-5.0749207E+00
-5.9651227E+01,-5.0724792E+00
-5.9650311E+01,-5.0685120E+00
-5.9649396E+01,-5.0700378E+00
-5.9648480E+01,-5.0663757E+00
-5.9647565E+01,-5.0648499E+00
-5.9646649E+01,-5.0611877E+00
-5.9645734E+01,-5.0602722E+00
-5.9644818E+01,-5.0547791E+00
-5.9643903E+01,-5.0480652E+00
-5.9642987E+01,-5.0468445E+00
-5.9642072E+01,-5.0373840E+00
-5.9641156E+01,-5.0285339E+00
-5.9640241E+01,-5.0196838E+00
-5.9639325E+01,-5.0062561E+00
-5.9638409E+01,-4.9885559E+00
-5.9637494E+01,-4.9272156E+00
-5.9636578E+01,-4.5655823E+00
-5.9635663E+01,-4.0843201E+00
-5.9634747E+01,-3.5969543E+00
-5.9633832E+01,-3.0928040E+00
-5.9632916E+01,-2.5929260E+00
-5.9632001E+01,-2.0884705E+00
-5.9631085E+01,-1.5751648E+00
-5.9630170E+01,-1.0664368E+00
-5.9629254E+01,-5.5679321E-01
-5.9628339E+01,-7.3089600E-02
-5.9627423E+01,4.4296265E-01
-5.9626508E+01,9.6023560E-01
-5.9625592E+01,1.4494324E+00
-5.9624677E+01,1.9236755E+00
-5.9623761E+01,2.3973083E+00
-5.9622845E+01,2.8639221E+00
-5.9621930E+01,3.3204651E+00
-5.9621014E+01,3.7712097E+00
-5.9620099E+01,4.2164612E+00
-5.9619183E+01,4.6583557E+00
-5.9618268E+01,5.0828552E+00
-5.9617352E+01,5.5033875E+00
-5.9616437E+01,5.7112122E+00
-5.9615521E+01,5.7115173E+00
-5.9614606E+01,5.7154846E+00
-5.9613690E+01,5.7145691E+00
-5.9612775E+01,5.7148743E+00
-5.9611859E+01,5.7164001E+00
-5.9610944E+01,5.7151794E+00
-5.9610028E+01,5.7139587E+00
-5.9609113E+01,5.7145691E+00
-5.9608197E+01,5.7145691E+00
-5.9607281E+01,5.7154846E+00
-5.9606366E+01,5.7109070E+00
-5.9605450E+01,5.7084656E+00
-5.9604535E+01,5.7136536E+00
-5.9603619E+01,5.7121277E+00
-5.9602704E+01,5.7130432E+00
-5.9601788E+01,5.7087708E+00
-5.9600873E+01,5.7084656E+00
-5.9599957E+01,5.7069397E+00
-5.9599042E+01,5.7087708E+00
-5.9598126E+01,5.7081604E+00
-5.9597211E+01,5.7112122E+00
-5.9596295E+01,5.7099915E+00
-5.9595380E+01,5.7112122E+00
-5.9594464E+01,5.7121277E+00
-5.9593549E+01,5.7157898E+00
-5.9592633E+01,5.7130432E+00
-5.9591718E+01,5.7109070E+00
-5.9590802E+01,5.7145691E+00
-5.9589886E+01,5.7167053E+00
-5.9588971E+01,5.7124329E+00
-5.9588055E+01,5.7136536E+00
-5.9587140E+01,5.7145691E+00
-5.9586224E+01,5.7093811E+00
-5.9585309E+01,5.7167053E+00
-5.9584393E+01,5.7127380E+00
-5.9583478E+01,5.7157898E+00
-5.9582562E+01,5.7127380E+00
-5.9581647E+01,5.7139587E+00
-5.9580731E+01,5.7096863E+00
-5.9579816E+01,5.7121277E+00
-5.9578900E+01,5.7154846E+00
-5.9577985E+01,5.7127380E+00
-5.9577069E+01,5.7109070E+00
-5.9576154E+01,5.7124329E+00
-5.9575238E+01,5.7109070E+00
-5.9574322E+01,5.7084656E+00
-5.9573407E+01,5.7112122E+00
-5.9572491E+01,5.7133484E+00
-5.9571576E+01,5.7115173E+00
-5.9570660E+01,5.7121277E+00
-5.9569745E+01,5.7142639E+00
-5.9568829E+01,5.7203674E+00
-5.9567914E+01,5.7133484E+00
-5.9566998E+01,5.7170105E+00
-5.9566083E+01,5.7127380E+00
-5.9565167E+01,5.7121277E+00
-5.9564252E+01,5.7179260E+00
-5.9563336E+01,5.7151794E+00
-5.9562421E+01,5.7173157E+00
-5.9561505E+01,5.7221985E+00
-5.9560590E+01,5.7160950E+00
-5.9559674E+01,5.7127380E+00
-5.9558759E+01,5.7157898E+00
-5.9557843E+01,5.7121277E+00
-5.9556927E+01,5.7121277E+00
-5.9556012E+01,5.7157898E+00
-5.9555096E+01,5.7136536E+00
-5.9554181E+01,5.7106018E+00
-5.9553265E+01,5.7130432E+00
-5.9552350E+01,5.7112122E+00
-5.9551434E+01,5.7081604E+00
-5.9550519E+01,5.7102966E+00
-5.9549603E+01,5.7090759E+00
-5.9548688E+01,5.7109070E+00
-5.9547772E+01,5.7093811E+00
-5.9546857E+01,5.7078552E+00
-5.9545941E+01,5.7127380E+00
-5.9545026E+01,5.7087708E+00
-5.9544110E+01,5.7090759E+00
-5.9543195E+01,5.7118225E+00
-5.9542279E+01,5.7102966E+00
-5.9541363E+01,5.7090759E+00
-5.9540448E+01,5.7112122E+00
-5.9539532E+01,5.7072449E+00
-5.9538617E+01,5.7081604E+00
-5.9537701E+01,5.7075500E+00
-5.9536786E+01,5.7078552E+00
-5.9535870E+01,5.7096863E+00
-5.9534955E+01,5.7112122E+00
-5.9534039E+01,5.7093811E+00
-5.9533124E+01,5.7075500E+00
-5.9532208E+01,5.7060242E+00
-5.9531293E+01,5.7060242E+00
-5.9530377E+01,5.7112122E+00
-5.9529462E+01,5.7121277E+00
-5.9528546E+01,5.7093811E+00
-5.9527631E+01,5.7078552E+00
-5.9526715E+01,5.7078552E+00
-5.9525800E+01,5.7078552E+00
-5.9524884E+01,5.7075500E+00
-5.9523968E+01,5.7063293E+00
-5.9523053E+01,5.7048035E+00
-5.9522137E+01,5.7109070E+00
-5.9521222E+01,5.7044983E+00
-5.9520306E+01,5.7038879E+00
-5.9519391E+01,5.7048035E+00
-5.9518475E+01,5.7054138E+00
-5.9517560E+01,5.7041931E+00
-5.9516644E+01,5.7054138E+00
-5.9515729E+01,5.7054138E+00
-5.9514813E+01,5.7096863E+00
-5.9513898E+01,5.7096863E+00
-5.9512982E+01,5.7136536E+00
-5.9512067E+01,5.7060242E+00
-5.9511151E+01,5.7145691E+00
-5.9510236E+01,5.7121277E+00
-5.9509320E+01,5.7096863E+00
-5.9508404E+01,5.7115173E+00
-5.9507489E+01,5.7087708E+00
-5.9506573E+01,5.7090759E+00
-5.9505658E+01,5.7084656E+00
-5.9504742E+01,5.7106018E+00
-5.9503827E+01,5.7136536E+00
-5.9502911E+01,5.7112122E+00
-5.9501996E+01,5.7102966E+00
-5.9501080E+01,5.7090759E+00
-5.9500165E+01,5.7041931E+00
-5.9499249E+01,5.7109070E+00
-5.9498334E+01,5.7099915E+00
-5.9497418E+01,5.7099915E+00
-5.9496503E+01,5.7102966E+00
-5.9495587E+01,5.7078552E+00
-5.9494672E+01,5.7130432E+00
-5.9493756E+01,5.7130432E+00
-5.9492840E+01,5.7081604E+00
-5.9491925E+01,5.7121277E+00
-5.9491009E+01,5.7060242E+00
-5.9490094E+01,5.7121277E+00
-5.9489178E+01,5.7096863E+00
-5.9488263E+01,5.7096863E+00
-5.9487347E+01,5.7102966E+00
-5.9486432E+01,5.7096863E+00
-5.9485516E+01,5.7115173E+00
-5.9484601E+01,5.7087708E+00
-5.9483685E+01,5.7133484E+00
-5.9482770E+01,5.7109070E+00
-5.9481854E+01,5.7066345E+00
-5.9480939E+01,5.7102966E+00
-5.9480023E+01,5.7084656E+00
-5.9479108E+01,5.7069397E+00
-5.9478192E+01,5.7106018E+00
-5.9477277E+01,5.7023621E+00
-5.9476361E+01,5.7054138E+00
-5.9475445E+01,5.7072449E+00
-5.9474530E+01,5.7081604E+00
-5.9473614E+01,5.7087708E+00
-5.9472699E+01,5.7054138E+00
-5.9471783E+01,5.7044983E+00
-5.9470868E+01,5.7029724E+00
-5.9469952E+01,5.7057190E+00
-5.9469037E+01,5.7066345E+00
-5.9468121E+01,5.7029724E+00
-5.9467206E+01,5.7051086E+00
-5.9466290E+01,5.7078552E+00
-5.9465375E+01,5.7063293E+00
-5.9464459E+01,5.7063293E+00
-5.9463544E+01,5.7063293E+00
-5.9462628E+01,5.7087708E+00
-5.9461713E+01,5.7002258E+00
-5.9460797E+01,5.7087708E+00
-5.9459881E+01,5.7014465E+00
-5.9458966E+01,5.7041931E+00
-5.9458050E+01,5.7060242E+00
-5.9457135E+01,5.7054138E+00
-5.9456219E+01,5.7060242E+00
-5.9455304E+01,5.7051086E+00
-5.9454388E+01,5.7041931E+00
-5.9453473E+01,5.7072449E+00
-5.9452557E+01,5.7075500E+00
-5.9451642E+01,5.7060242E+00
-5.9450726E+01,5.7078552E+00
-5.9449811E+01,5.7081604E+00
-5.9448895E+01,5.7081604E+00
-5.9447980E+01,5.7078552E+00
-5.9447064E+01,5.7051086E+00
-5.9446149E+01,5.7093811E+00
-5.9445233E+01,5.7054138E+00
-5.9444318E+01,5.7063293E+00
-5.9443402E+01,5.7032776E+00
-5.9442486E+01,5.7051086E+00
-5.9441571E+01,5.7093811E+00
-5.9440655E+01,5.7066345E+00
-5.9439740E+01,5.7029724E+00
-5.9438824E+01,5.7029724E+00
-5.9437909E+01,5.7041931E+00
-5.9436993E+01,5.7041931E+00
-5.9436078E+01,5.7032776E+00
-5.9435162E+01,5.7032776E+00
-5.9434247E+01,5.7054138E+00
-5.9433331E+01,5.7044983E+00
-5.9432416E+01,5.7060242E+00
-5.9431500E+01,5.7011414E+00
-5.9430585E+01,5.7060242E+00
-5.9429669E+01,5.7026672E+00
-5.9428754E+01,5.7032776E+00
-5.9427838E+01,5.7008362E+00
-5.9426922E+01,5.7011414E+00
-5.9426007E+01,5.7005310E+00
-5.9425091E+01,5.7048035E+00
-5.9424176E+01,5.7069397E+00
-5.9423260E+01,5.7014465E+00
-5.9422345E+01,5.7011414E+00
-5.9421429E+01,5.7029724E+00
-5.9420514E+01,5.6996155E+00
-5.9419598E+01,5.7023621E+00
-5.9418683E+01,5.7011414E+00
-5.9417767E+01,5.7023621E+00
-5.9416852E+01,5.6971741E+00
-5.9415936E+01,5.6983948E+00
-5.9415021E+01,5.6977844E+00
-5.9414105E+01,5.6977844E+00
-5.9413190E+01,5.6938171E+00
-5.9412274E+01,5.6968689E+00
-5.9411359E+01,5.6968689E+00
-5.9410443E+01,5.6956482E+00
-5.9409527E+01,5.6932068E+00
-5.9408612E+01,5.6959534E+00
-5.9407696E+01,5.6987000E+00
-5.9406781E+01,5.6947327E+00
-5.9405865E+01,5.6922913E+00
-5.9404950E+01,5.6932068E+00
-5.9404034E+01,5.6892395E+00
-5.9403119E+01,5.6910706E+00
-5.9402203E+01,5.6898499E+00
-5.9401288E+01,5.6965637E+00
-5.9400372E+01,5.6938171E+00
-5.9399457E+01,5.6925964E+00
-5.9398541E+01,5.6950378E+00
-5.9397626E+01,5.6898499E+00
-5.9396710E+01,5.6968689E+00
-5.9395795E+01,5.6938171E+00
-5.9394879E+01,5.6901550E+00
-5.9393963E+01,5.6886292E+00
-5.9393048E+01,5.6953430E+00
-5.9392132E+01,5.6944275E+00
-5.9391217E+01,5.6910706E+00
-5.9390301E+01,5.6895447E+00
-5.9389386E+01,5.6913757E+00
-5.9388470E+01,5.6901550E+00
-5.9387555E+01,5.6935120E+00
-5.9386639E+01,5.6977844E+00
-5.9385724E+01,5.6944275E+00
-5.9384808E+01,5.6925964E+00
-5.9383893E+01,5.6907654E+00
-5.9382977E+01,5.6944275E+00
-5.9382062E+01,5.6883240E+00
-5.9381146E+01,5.6883240E+00
-5.9380231E+01,5.6910706E+00
-5.9379315E+01,5.6925964E+00
-5.9378399E+01,5.6913757E+00
-5.9377484E+01,5.6898499E+00
-5.9376568E+01,5.6892395E+00
-5.9375653E+01,5.6913757E+00
-5.9374737E+01,5.6922913E+00
-5.9373822E+01,5.6925964E+00
-5.9372906E+01,5.6968689E+00
-5.9371991E+01,5.6962585E+00
-5.9371075E+01,5.6938171E+00
-5.9370160E+01,5.6990051E+00
-5.9369244E+01,5.6907654E+00
-5.9368329E+01,5.6983948E+00
-5.9367413E+01,5.6895447E+00
-5.9366498E+01,5.6901550E+00
-5.9365582E+01,5.6935120E+00
-5.9364667E+01,5.6922913E+00
-5.9363751E+01,5.6950378E+00
-5.9362836E+01,5.6922913E+00
-5.9361920E+01,5.6935120E+00
-5.9361004E+01,5.6935120E+00
-5.9360089E+01,5.6953430E+00
-5.9359173E+01,5.6944275E+00
-5.9358258E+01,5.6941223E+00
-5.9357342E+01,5.6965637E+00
-5.9356427E+01,5.6965637E+00
-5.9355511E+01,5.6977844E+00
-5.9354596E+01,5.6956482E+00
-5.9353680E+01,5.6993103E+00
-5.9352765E+01,5.6977844E+00
-5.9351849E+01,5.6962585E+00
-5.9350934E+01,5.6977844E+00
-5.9350018E+01,5.6959534E+00
-5.9349103E+01,5.6944275E+00
-5.9348187E+01,5.6925964E+00
-5.9347272E+01,5.6947327E+00
