in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
5.20E+01,2.188E+02,-1.524E+01,-9.553E+01,1.000E+00
5.30E+01,2.222E+02,-1.510E+01,-9.562E+01,1.000E+00
5.40E+01,2.256E+02,-1.496E+01,-9.566E+01,1.000E+00
5.50E+01,2.291E+02,-1.481E+01,-9.579E+01,1.000E+00
5.60E+01,2.326E+02,-1.466E+01,-9.589E+01,1.000E+00
5.70E+01,2.362E+02,-1.452E+01,-9.600E+01,1.000E+00
5.80E+01,2.399E+02,-1.438E+01,-9.607E+01,1.000E+00
5.90E+01,2.436E+02,-1.423E+01,-9.618E+01,1.000E+00
6.00E+01,2.474E+02,-1.408E+01,-9.631E+01,1.000E+00
6.10E+01,2.512E+02,-1.394E+01,-9.643E+01,1.000E+00
6.20E+01,2.551E+02,-1.378E+01,-9.648E+01,1.000E+00
6.30E+01,2.590E+02,-1.363E+01,-9.662E+01,1.000E+00
6.40E+01,2.630E+02,-1.350E+01,-9.674E+01,1.000E+00
6.50E+01,2.671E+02,-1.333E+01,-9.688E+01,1.000E+00
6.60E+01,2.712E+02,-1.319E+01,-9.695E+01,1.000E+00
6.70E+01,2.754E+02,-1.304E+01,-9.715E+01,1.000E+00
6.80E+01,2.797E+02,-1.289E+01,-9.724E+01,1.000E+00
6.90E+01,2.840E+02,-1.274E+01,-9.734E+01,1.000E+00
7.00E+01,2.884E+02,-1.259E+01,-9.745E+01,1.000E+00
7.10E+01,2.929E+02,-1.243E+01,-9.754E+01,1.000E+00
7.20E+01,2.974E+02,-1.228E+01,-9.759E+01,1.000E+00
7.30E+01,3.020E+02,-1.212E+01,-9.773E+01,1.000E+00
7.40E+01,3.067E+02,-1.196E+01,-9.783E+01,1.000E+00
7.50E+01,3.114E+02,-1.180E+01,-9.802E+01,1.000E+00
7.60E+01,3.162E+02,-1.165E+01,-9.813E+01,1.000E+00
7.70E+01,3.211E+02,-1.149E+01,-9.830E+01,1.000E+00
7.80E+01,3.261E+02,-1.133E+01,-9.850E+01,1.000E+00
7.90E+01,3.311E+02,-1.117E+01,-9.865E+01,1.000E+00
8.00E+01,3.363E+02,-1.101E+01,-9.884E+01,1.000E+00
8.10E+01,3.415E+02,-1.085E+01,-9.899E+01,1.000E+00
8.20E+01,3.467E+02,-1.069E+01,-9.920E+01,1.000E+00
8.30E+01,3.521E+02,-1.053E+01,-9.945E+01,1.000E+00
8.40E+01,3.575E+02,-1.034E+01,-9.961E+01,1.000E+00
8.50E+01,3.631E+02,-1.017E+01,-9.980E+01,1.000E+00
8.60E+01,3.687E+02,-1.001E+01,-9.993E+01,1.000E+00
8.70E+01,3.744E+02,-9.837E+00,-1.001E+02,1.000E+00
8.80E+01,3.802E+02,-9.669E+00,-1.002E+02,1.000E+00
8.90E+01,3.861E+02,-9.501E+00,-1.004E+02,1.000E+00
9.00E+01,3.920E+02,-9.336E+00,-1.006E+02,1.000E+00
9.10E+01,3.981E+02,-9.156E+00,-1.008E+02,1.000E+00
9.20E+01,4.043E+02,-8.985E+00,-1.011E+02,1.000E+00
9.30E+01,4.105E+02,-8.811E+00,-1.013E+02,1.000E+00
9.40E+01,4.169E+02,-8.640E+00,-1.016E+02,1.000E+00
9.50E+01,4.233E+02,-8.457E+00,-1.018E+02,1.000E+00
9.60E+01,4.299E+02,-8.279E+00,-1.020E+02,1.000E+00
9.70E+01,4.365E+02,-8.100E+00,-1.023E+02,1.000E+00
9.80E+01,4.433E+02,-7.915E+00,-1.026E+02,1.000E+00
9.90E+01,4.501E+02,-7.729E+00,-1.029E+02,1.000E+00
1.00E+02,4.571E+02,-7.538E+00,-1.031E+02,1.000E+00
1.01E+02,4.642E+02,-7.355E+00,-1.034E+02,1.000E+00
1.02E+02,4.713E+02,-7.162E+00,-1.037E+02,1.000E+00
1.03E+02,4.786E+02,-6.967E+00,-1.041E+02,1.000E+00
1.04E+02,4.860E+02,-6.776E+00,-1.044E+02,1.000E+00
1.05E+02,4.936E+02,-6.575E+00,-1.047E+02,1.000E+00
1.06E+02,5.012E+02,-6.376E+00,-1.050E+02,1.000E+00
1.07E+02,5.089E+02,-6.177E+00,-1.054E+02,1.000E+00
1.08E+02,5.168E+02,-5.966E+00,-1.058E+02,1.000E+00
1.09E+02,5.248E+02,-5.760E+00,-1.062E+02,1.000E+00
1.10E+02,5.329E+02,-5.552E+00,-1.066E+02,1.000E+00
1.11E+02,5.412E+02,-5.342E+00,-1.071E+02,1.000E+00
1.12E+02,5.495E+02,-5.119E+00,-1.075E+02,1.000E+00
1.13E+02,5.580E+02,-4.897E+00,-1.080E+02,1.000E+00
1.14E+02,5.667E+02,-4.672E+00,-1.085E+02,1.000E+00
1.15E+02,5.754E+02,-4.448E+00,-1.090E+02,1.000E+00
1.16E+02,5.843E+02,-4.217E+00,-1.094E+02,1.000E+00
1.17E+02,5.934E+02,-3.985E+00,-1.100E+02,1.000E+00
1.18E+02,6.026E+02,-3.742E+00,-1.105E+02,1.000E+00
1.19E+02,6.119E+02,-3.491E+00,-1.111E+02,1.000E+00
1.20E+02,6.213E+02,-3.247E+00,-1.118E+02,1.000E+00
1.21E+02,6.310E+02,-2.997E+00,-1.124E+02,1.000E+00
1.22E+02,6.407E+02,-2.743E+00,-1.132E+02,1.000E+00
1.23E+02,6.506E+02,-2.487E+00,-1.140E+02,1.000E+00
1.24E+02,6.607E+02,-2.225E+00,-1.148E+02,1.000E+00
1.25E+02,6.709E+02,-1.960E+00,-1.156E+02,1.000E+00
1.26E+02,6.813E+02,-1.676E+00,-1.166E+02,1.000E+00
1.27E+02,6.918E+02,-1.403E+00,-1.176E+02,1.000E+00
1.28E+02,7.025E+02,-1.117E+00,-1.186E+02,1.000E+00
1.29E+02,7.134E+02,-8.330E-01,-1.197E+02,1.000E+00
1.30E+02,7.244E+02,-5.411E-01,-1.208E+02,1.000E+00
1.31E+02,7.356E+02,-2.408E-01,-1.219E+02,1.000E+00
1.32E+02,7.470E+02,6.403E-02,-1.232E+02,1.000E+00
1.33E+02,7.586E+02,3.748E-01,-1.245E+02,1.000E+00
1.34E+02,7.703E+02,6.859E-01,-1.260E+02,1.000E+00
1.35E+02,7.822E+02,9.967E-01,-1.275E+02,1.000E+00
1.36E+02,7.943E+02,1.319E+00,-1.293E+02,1.000E+00
1.37E+02,8.066E+02,1.641E+00,-1.311E+02,1.000E+00
1.38E+02,8.191E+02,1.979E+00,-1.331E+02,1.000E+00
1.39E+02,8.318E+02,2.303E+00,-1.353E+02,1.000E+00
1.40E+02,8.446E+02,2.619E+00,-1.376E+02,1.000E+00
1.41E+02,8.577E+02,2.944E+00,-1.400E+02,1.000E+00
1.42E+02,8.710E+02,3.252E+00,-1.427E+02,1.000E+00
1.43E+02,8.844E+02,3.561E+00,-1.455E+02,1.000E+00
1.44E+02,8.981E+02,3.848E+00,-1.485E+02,1.000E+00
1.45E+02,9.120E+02,4.122E+00,-1.517E+02,1.000E+00
1.46E+02,9.261E+02,4.370E+00,-1.550E+02,1.000E+00
1.47E+02,9.404E+02,4.595E+00,-1.586E+02,1.000E+00
1.48E+02,9.550E+02,4.788E+00,-1.624E+02,1.000E+00
1.49E+02,9.698E+02,4.946E+00,-1.663E+02,1.000E+00
1.50E+02,9.848E+02,5.063E+00,-1.702E+02,1.000E+00
1.51E+02,1.000E+03,5.141E+00,-1.743E+02,1.000E+00
1.52E+02,1.015E+03,5.175E+00,-1.785E+02,1.000E+00
1.53E+02,1.031E+03,5.161E+00,1.774E+02,1.000E+00
1.54E+02,1.047E+03,5.111E+00,1.734E+02,1.000E+00
1.55E+02,1.063E+03,5.015E+00,1.694E+02,1.000E+00
1.56E+02,1.080E+03,4.881E+00,1.656E+02,1.000E+00
1.57E+02,1.096E+03,4.708E+00,1.619E+02,1.000E+00
1.58E+02,1.113E+03,4.508E+00,1.584E+02,1.000E+00
1.59E+02,1.131E+03,4.276E+00,1.551E+02,1.000E+00
1.60E+02,1.148E+03,4.026E+00,1.519E+02,1.000E+00
1.61E+02,1.166E+03,3.760E+00,1.489E+02,1.000E+00
1.62E+02,1.184E+03,3.480E+00,1.460E+02,1.000E+00
1.63E+02,1.202E+03,3.197E+00,1.433E+02,1.000E+00
1.64E+02,1.221E+03,2.900E+00,1.407E+02,1.000E+00
1.65E+02,1.240E+03,2.599E+00,1.383E+02,1.000E+00
1.66E+02,1.259E+03,2.288E+00,1.362E+02,1.000E+00
1.67E+02,1.278E+03,1.972E+00,1.342E+02,1.000E+00
1.68E+02,1.298E+03,1.656E+00,1.324E+02,1.000E+00
1.69E+02,1.318E+03,1.343E+00,1.306E+02,1.000E+00
1.70E+02,1.339E+03,1.030E+00,1.291E+02,1.000E+00
1.71E+02,1.359E+03,7.192E-01,1.275E+02,1.000E+00
1.72E+02,1.380E+03,4.195E-01,1.260E+02,1.000E+00
1.73E+02,1.402E+03,1.326E-01,1.246E+02,1.000E+00
1.74E+02,1.423E+03,-1.560E-01,1.233E+02,1.000E+00
1.75E+02,1.445E+03,-4.448E-01,1.220E+02,1.000E+00
1.76E+02,1.468E+03,-7.336E-01,1.209E+02,1.000E+00
1.77E+02,1.491E+03,-1.017E+00,1.199E+02,1.000E+00
1.78E+02,1.514E+03,-1.299E+00,1.190E+02,1.000E+00
1.79E+02,1.537E+03,-1.575E+00,1.181E+02,1.000E+00
1.80E+02,1.561E+03,-1.848E+00,1.172E+02,1.000E+00
1.81E+02,1.585E+03,-2.104E+00,1.163E+02,1.000E+00
1.82E+02,1.609E+03,-2.352E+00,1.155E+02,1.000E+00
1.83E+02,1.634E+03,-2.598E+00,1.147E+02,1.000E+00
1.84E+02,1.660E+03,-2.850E+00,1.139E+02,1.000E+00
1.85E+02,1.685E+03,-3.101E+00,1.133E+02,1.000E+00
1.86E+02,1.711E+03,-3.349E+00,1.127E+02,1.000E+00
1.87E+02,1.738E+03,-3.597E+00,1.122E+02,1.000E+00
1.88E+02,1.765E+03,-3.818E+00,1.115E+02,1.000E+00
1.89E+02,1.792E+03,-4.043E+00,1.109E+02,1.000E+00
1.90E+02,1.820E+03,-4.256E+00,1.103E+02,1.000E+00
1.91E+02,1.848E+03,-4.480E+00,1.098E+02,1.000E+00
1.92E+02,1.876E+03,-4.705E+00,1.093E+02,1.000E+00
1.93E+02,1.905E+03,-4.928E+00,1.089E+02,1.000E+00
1.94E+02,1.935E+03,-5.144E+00,1.085E+02,1.000E+00
1.95E+02,1.965E+03,-5.358E+00,1.081E+02,1.000E+00
1.96E+02,1.995E+03,-5.561E+00,1.076E+02,1.000E+00
1.97E+02,2.026E+03,-5.766E+00,1.072E+02,1.000E+00
1.98E+02,2.057E+03,-5.960E+00,1.067E+02,1.000E+00
1.99E+02,2.089E+03,-6.153E+00,1.063E+02,1.000E+00
2.00E+02,2.122E+03,-6.352E+00,1.060E+02,1.000E+00
2.01E+02,2.154E+03,-6.552E+00,1.056E+02,1.000E+00
2.02E+02,2.188E+03,-6.753E+00,1.053E+02,1.000E+00
2.03E+02,2.222E+03,-6.949E+00,1.051E+02,1.000E+00
2.04E+02,2.256E+03,-7.142E+00,1.048E+02,1.000E+00
2.05E+02,2.291E+03,-7.337E+00,1.045E+02,1.000E+00
2.06E+02,2.326E+03,-7.514E+00,1.042E+02,1.000E+00
2.07E+02,2.362E+03,-7.699E+00,1.040E+02,1.000E+00
2.08E+02,2.399E+03,-7.878E+00,1.037E+02,1.000E+00
2.09E+02,2.436E+03,-8.046E+00,1.033E+02,1.000E+00
2.10E+02,2.474E+03,-8.217E+00,1.030E+02,1.000E+00
2.11E+02,2.512E+03,-8.393E+00,1.028E+02,1.000E+00
2.12E+02,2.551E+03,-8.572E+00,1.025E+02,1.000E+00
2.13E+02,2.590E+03,-8.748E+00,1.023E+02,1.000E+00
2.14E+02,2.630E+03,-8.927E+00,1.021E+02,1.000E+00
2.15E+02,2.671E+03,-9.102E+00,1.019E+02,1.000E+00
2.16E+02,2.712E+03,-9.276E+00,1.018E+02,1.000E+00
2.17E+02,2.754E+03,-9.449E+00,1.016E+02,1.000E+00
2.18E+02,2.797E+03,-9.613E+00,1.013E+02,1.000E+00
2.19E+02,2.840E+03,-9.768E+00,1.011E+02,1.000E+00
2.20E+02,2.884E+03,-9.923E+00,1.008E+02,1.000E+00
2.21E+02,2.929E+03,-1.008E+01,1.006E+02,1.000E+00
2.22E+02,2.974E+03,-1.025E+01,1.004E+02,1.000E+00
2.23E+02,3.020E+03,-1.042E+01,1.003E+02,1.000E+00
2.24E+02,3.067E+03,-1.059E+01,1.002E+02,1.000E+00
2.25E+02,3.114E+03,-1.076E+01,1.000E+02,1.000E+00
2.26E+02,3.162E+03,-1.092E+01,9.987E+01,1.000E+00
2.27E+02,3.211E+03,-1.107E+01,9.967E+01,1.000E+00
2.28E+02,3.261E+03,-1.122E+01,9.945E+01,1.000E+00
2.29E+02,3.311E+03,-1.137E+01,9.925E+01,1.000E+00
2.30E+02,3.363E+03,-1.152E+01,9.909E+01,1.000E+00
2.31E+02,3.415E+03,-1.168E+01,9.897E+01,1.000E+00
2.32E+02,3.467E+03,-1.184E+01,9.888E+01,1.000E+00
2.33E+02,3.521E+03,-1.200E+01,9.878E+01,1.000E+00
2.34E+02,3.575E+03,-1.216E+01,9.864E+01,1.000E+00
2.35E+02,3.631E+03,-1.230E+01,9.846E+01,1.000E+00
2.36E+02,3.687E+03,-1.244E+01,9.827E+01,1.000E+00
2.37E+02,3.744E+03,-1.259E+01,9.810E+01,1.000E+00
2.38E+02,3.802E+03,-1.274E+01,9.799E+01,1.000E+00
2.39E+02,3.861E+03,-1.290E+01,9.790E+01,1.000E+00
2.40E+02,3.920E+03,-1.305E+01,9.786E+01,1.000E+00
2.41E+02,3.981E+03,-1.321E+01,9.772E+01,1.000E+00
2.42E+02,4.043E+03,-1.335E+01,9.754E+01,1.000E+00
2.43E+02,4.105E+03,-1.350E+01,9.743E+01,1.000E+00
2.44E+02,4.169E+03,-1.363E+01,9.728E+01,1.000E+00
2.45E+02,4.233E+03,-1.377E+01,9.712E+01,1.000E+00
2.46E+02,4.299E+03,-1.392E+01,9.698E+01,1.000E+00
2.47E+02,4.365E+03,-1.407E+01,9.688E+01,1.000E+00
2.48E+02,4.433E+03,-1.422E+01,9.682E+01,1.000E+00
2.49E+02,4.501E+03,-1.437E+01,9.675E+01,1.000E+00
2.50E+02,4.571E+03,-1.452E+01,9.671E+01,1.000E+00
2.51E+02,4.642E+03,-1.467E+01,9.664E+01,1.000E+00
2.52E+02,4.713E+03,-1.482E+01,9.652E+01,1.000E+00
2.53E+02,4.786E+03,-1.491E+01,9.643E+01,1.000E+00
2.54E+02,4.860E+03,-1.505E+01,9.631E+01,1.000E+00
2.55E+02,4.936E+03,-1.519E+01,9.615E+01,1.000E+00
2.56E+02,5.012E+03,-1.532E+01,9.604E+01,1.000E+00
2.57E+02,5.089E+03,-1.546E+01,9.588E+01,1.000E+00
2.58E+02,5.168E+03,-1.561E+01,9.582E+01,1.000E+00
2.59E+02,5.248E+03,-1.575E+01,9.578E+01,1.000E+00
2.60E+02,5.329E+03,-1.589E+01,9.574E+01,1.000E+00
2.61E+02,5.412E+03,-1.604E+01,9.569E+01,1.000E+00
2.62E+02,5.495E+03,-1.619E+01,9.563E+01,1.000E+00
2.63E+02,5.580E+03,-1.633E+01,9.552E+01,1.000E+00
2.64E+02,5.667E+03,-1.647E+01,9.545E+01,1.000E+00
2.65E+02,5.754E+03,-1.660E+01,9.534E+01,1.000E+00
2.66E+02,5.843E+03,-1.673E+01,9.521E+01,1.000E+00
2.67E+02,5.934E+03,-1.687E+01,9.510E+01,1.000E+00
2.68E+02,6.026E+03,-1.701E+01,9.503E+01,1.000E+00
2.69E+02,6.119E+03,-1.716E+01,9.497E+01,1.000E+00
2.70E+02,6.213E+03,-1.730E+01,9.496E+01,1.000E+00
2.71E+02,6.310E+03,-1.744E+01,9.497E+01,1.000E+00
2.72E+02,6.407E+03,-1.759E+01,9.488E+01,1.000E+00
2.73E+02,6.506E+03,-1.772E+01,9.479E+01,1.000E+00
2.74E+02,6.607E+03,-1.785E+01,9.464E+01,1.000E+00
2.75E+02,6.709E+03,-1.797E+01,9.452E+01,1.000E+00
2.76E+02,6.813E+03,-1.811E+01,9.448E+01,1.000E+00
2.77E+02,6.918E+03,-1.826E+01,9.445E+01,1.000E+00
2.78E+02,7.025E+03,-1.841E+01,9.442E+01,1.000E+00
2.79E+02,7.134E+03,-1.855E+01,9.442E+01,1.000E+00
2.80E+02,7.244E+03,-1.869E+01,9.435E+01,1.000E+00
2.81E+02,7.356E+03,-1.885E+01,9.422E+01,1.000E+00
2.82E+02,7.470E+03,-1.897E+01,9.413E+01,1.000E+00
2.83E+02,7.586E+03,-1.911E+01,9.407E+01,1.000E+00
2.84E+02,7.703E+03,-1.926E+01,9.402E+01,1.000E+00
2.85E+02,7.822E+03,-1.940E+01,9.399E+01,1.000E+00
2.86E+02,7.943E+03,-1.954E+01,9.399E+01,1.000E+00
2.87E+02,8.066E+03,-1.968E+01,9.393E+01,1.000E+00
2.88E+02,8.191E+03,-1.981E+01,9.383E+01,1.000E+00
2.89E+02,8.318E+03,-1.994E+01,9.373E+01,1.000E+00
2.90E+02,8.446E+03,-2.007E+01,9.372E+01,1.000E+00
2.91E+02,8.577E+03,-2.020E+01,9.365E+01,1.000E+00
2.92E+02,8.710E+03,-2.033E+01,9.355E+01,1.000E+00
2.93E+02,8.844E+03,-2.047E+01,9.348E+01,1.000E+00
2.94E+02,8.981E+03,-2.060E+01,9.348E+01,1.000E+00
2.95E+02,9.120E+03,-2.075E+01,9.343E+01,1.000E+00
2.96E+02,9.261E+03,-2.090E+01,9.345E+01,1.000E+00
2.97E+02,9.404E+03,-2.103E+01,9.341E+01,1.000E+00
2.98E+02,9.550E+03,-2.118E+01,9.340E+01,1.000E+00
2.99E+02,9.698E+03,-2.131E+01,9.336E+01,1.000E+00
3.00E+02,9.848E+03,-2.143E+01,9.325E+01,1.000E+00
3.01E+02,1.000E+04,-2.157E+01,9.317E+01,1.000E+00
