in s,C1 in V
-5.88832E-04,2.692532E-01
-5.88816E-04,2.711405E-01
-5.88800E-04,2.703490E-01
-5.88784E-04,2.714652E-01
-5.88768E-04,2.706738E-01
-5.88752E-04,2.709985E-01
-5.88736E-04,2.695779E-01
-5.88720E-04,2.702882E-01
-5.88704E-04,2.712014E-01
-5.88688E-04,2.699635E-01
-5.88672E-04,2.697605E-01
-5.88656E-04,2.716479E-01
-5.88640E-04,2.704911E-01
-5.88624E-04,2.705520E-01
-5.88608E-04,2.695779E-01
-5.88592E-04,2.703490E-01
-5.88576E-04,2.704099E-01
-5.88560E-04,2.700852E-01
-5.88544E-04,2.699635E-01
-5.88528E-04,2.696996E-01
-5.88512E-04,2.702882E-01
-5.88496E-04,2.678123E-01
-5.88480E-04,2.706738E-01
-5.88464E-04,2.696996E-01
-5.88448E-04,2.688676E-01
-5.88432E-04,2.700243E-01
-5.88416E-04,2.700852E-01
-5.88400E-04,2.694358E-01
-5.88384E-04,2.689285E-01
-5.88368E-04,2.696387E-01
-5.88352E-04,2.696996E-01
-5.88336E-04,2.684008E-01
-5.88320E-04,2.714043E-01
-5.88304E-04,2.688676E-01
-5.88288E-04,2.678123E-01
-5.88272E-04,2.688676E-01
-5.88256E-04,2.700243E-01
-5.88240E-04,2.678934E-01
-5.88224E-04,2.704099E-01
-5.88208E-04,2.682790E-01
-5.88192E-04,2.679543E-01
-5.88176E-04,2.684617E-01
-5.88160E-04,2.689893E-01
-5.88144E-04,2.704099E-01
-5.88128E-04,2.682790E-01
-5.88112E-04,2.687255E-01
-5.88096E-04,2.676296E-01
-5.88080E-04,2.691923E-01
-5.88064E-04,2.687255E-01
-5.88048E-04,2.694358E-01
-5.88032E-04,2.688676E-01
-5.88016E-04,2.685429E-01
-5.88000E-04,2.679543E-01
-5.87984E-04,2.702273E-01
-5.87968E-04,2.680152E-01
-5.87952E-04,2.681370E-01
-5.87936E-04,2.667773E-01
-5.87920E-04,2.688676E-01
-5.87904E-04,2.685429E-01
-5.87888E-04,2.680152E-01
-5.87872E-04,2.678123E-01
-5.87856E-04,2.681370E-01
-5.87840E-04,2.683399E-01
-5.87824E-04,2.671020E-01
-5.87808E-04,2.678123E-01
-5.87792E-04,2.667164E-01
-5.87776E-04,2.687255E-01
-5.87760E-04,2.672440E-01
-5.87744E-04,2.687255E-01
-5.87728E-04,2.665134E-01
-5.87712E-04,2.680152E-01
-5.87696E-04,2.679543E-01
-5.87680E-04,2.673658E-01
-5.87664E-04,2.663308E-01
-5.87648E-04,2.663917E-01
-5.87632E-04,2.679543E-01
-5.87616E-04,2.682790E-01
-5.87600E-04,2.665134E-01
-5.87584E-04,2.669193E-01
-5.87568E-04,2.658640E-01
-5.87552E-04,2.660670E-01
-5.87536E-04,2.675687E-01
-5.87520E-04,2.680152E-01
-5.87504E-04,2.663308E-01
-5.87488E-04,2.654176E-01
-5.87472E-04,2.657423E-01
-5.87456E-04,2.672440E-01
-5.87440E-04,2.679543E-01
-5.87424E-04,2.682790E-01
-5.87408E-04,2.660670E-01
-5.87392E-04,2.665134E-01
-5.87376E-04,2.665134E-01
-5.87360E-04,2.660061E-01
-5.87344E-04,2.674267E-01
-5.87328E-04,2.665134E-01
-5.87312E-04,2.665743E-01
