in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
3.40E+01,1.660E+02,-2.176E+01,-9.451E+01,2.000E-01
3.50E+01,1.685E+02,-2.152E+01,-9.459E+01,2.000E-01
3.60E+01,1.711E+02,-2.146E+01,-9.506E+01,2.000E-01
3.70E+01,1.738E+02,-2.116E+01,-9.497E+01,2.000E-01
3.80E+01,1.765E+02,-2.124E+01,-9.492E+01,2.000E-01
3.90E+01,1.792E+02,-2.194E+01,-9.530E+01,2.000E-01
4.00E+01,1.820E+02,-2.253E+01,-9.495E+01,2.000E-01
4.10E+01,1.848E+02,-2.234E+01,-9.509E+01,2.000E-01
4.20E+01,1.876E+02,-2.450E+01,-9.515E+01,2.000E-01
4.30E+01,1.905E+02,-2.429E+01,-9.539E+01,2.000E-01
4.40E+01,1.935E+02,-2.348E+01,-9.565E+01,2.000E-01
4.50E+01,1.965E+02,-2.306E+01,-9.529E+01,2.000E-01
4.60E+01,1.995E+02,-2.389E+01,-9.599E+01,2.000E-01
4.70E+01,2.026E+02,-2.372E+01,-9.556E+01,2.000E-01
4.80E+01,2.057E+02,-2.322E+01,-9.562E+01,2.000E-01
4.90E+01,2.089E+02,-2.282E+01,-9.571E+01,2.000E-01
5.00E+01,2.122E+02,-2.351E+01,-9.584E+01,2.000E-01
5.10E+01,2.154E+02,-2.426E+01,-9.629E+01,2.000E-01
5.20E+01,2.188E+02,-2.308E+01,-9.612E+01,2.000E-01
5.30E+01,2.222E+02,-2.265E+01,-9.649E+01,2.000E-01
5.40E+01,2.256E+02,-2.298E+01,-9.618E+01,2.000E-01
5.50E+01,2.291E+02,-2.297E+01,-9.639E+01,2.000E-01
5.60E+01,2.326E+02,-2.249E+01,-9.651E+01,2.000E-01
5.70E+01,2.362E+02,-2.130E+01,-9.662E+01,2.000E-01
5.80E+01,2.399E+02,-2.188E+01,-9.649E+01,2.000E-01
5.90E+01,2.436E+02,-2.197E+01,-9.694E+01,2.000E-01
6.00E+01,2.474E+02,-2.116E+01,-9.656E+01,2.000E-01
6.10E+01,2.512E+02,-2.107E+01,-9.685E+01,2.000E-01
6.20E+01,2.551E+02,-2.141E+01,-9.729E+01,2.000E-01
6.30E+01,2.590E+02,-2.129E+01,-9.751E+01,2.000E-01
6.40E+01,2.630E+02,-2.132E+01,-9.745E+01,2.000E-01
6.50E+01,2.671E+02,-2.102E+01,-9.741E+01,2.000E-01
6.60E+01,2.712E+02,-2.057E+01,-9.717E+01,2.000E-01
6.70E+01,2.754E+02,-2.098E+01,-9.815E+01,2.000E-01
6.80E+01,2.797E+02,-2.071E+01,-9.805E+01,2.000E-01
6.90E+01,2.840E+02,-1.967E+01,-9.869E+01,2.000E-01
7.00E+01,2.884E+02,-1.763E+01,-9.797E+01,2.000E-01
7.10E+01,2.929E+02,-1.739E+01,-9.841E+01,2.000E-01
7.20E+01,2.974E+02,-1.641E+01,-9.803E+01,2.000E-01
7.30E+01,3.020E+02,-1.620E+01,-9.805E+01,2.000E-01
7.40E+01,3.067E+02,-1.656E+01,-9.875E+01,2.000E-01
7.50E+01,3.114E+02,-1.650E+01,-9.854E+01,2.000E-01
7.60E+01,3.162E+02,-1.689E+01,-9.882E+01,2.000E-01
7.70E+01,3.211E+02,-1.705E+01,-9.952E+01,2.000E-01
7.80E+01,3.261E+02,-1.586E+01,-9.927E+01,2.000E-01
7.90E+01,3.311E+02,-1.623E+01,-9.921E+01,2.000E-01
8.00E+01,3.363E+02,-1.566E+01,-9.948E+01,2.000E-01
8.10E+01,3.415E+02,-1.614E+01,-9.984E+01,2.000E-01
8.20E+01,3.467E+02,-1.573E+01,-1.003E+02,2.000E-01
8.30E+01,3.521E+02,-1.574E+01,-1.006E+02,2.000E-01
8.40E+01,3.575E+02,-1.512E+01,-1.004E+02,2.000E-01
8.50E+01,3.631E+02,-1.524E+01,-1.007E+02,2.000E-01
8.60E+01,3.687E+02,-1.453E+01,-1.008E+02,2.000E-01
8.70E+01,3.744E+02,-1.436E+01,-1.008E+02,2.000E-01
8.80E+01,3.802E+02,-1.396E+01,-1.008E+02,2.000E-01
8.90E+01,3.861E+02,-1.422E+01,-1.012E+02,2.000E-01
9.00E+01,3.920E+02,-1.430E+01,-1.018E+02,2.000E-01
9.10E+01,3.981E+02,-1.417E+01,-1.017E+02,2.000E-01
9.20E+01,4.043E+02,-1.458E+01,-1.025E+02,2.000E-01
9.30E+01,4.105E+02,-1.441E+01,-1.023E+02,2.000E-01
9.40E+01,4.169E+02,-1.440E+01,-1.027E+02,2.000E-01
9.50E+01,4.233E+02,-1.389E+01,-1.029E+02,2.000E-01
9.60E+01,4.299E+02,-1.337E+01,-1.031E+02,2.000E-01
9.70E+01,4.365E+02,-1.378E+01,-1.035E+02,2.000E-01
9.80E+01,4.433E+02,-1.262E+01,-1.039E+02,2.000E-01
9.90E+01,4.501E+02,-1.243E+01,-1.040E+02,2.000E-01
1.00E+02,4.571E+02,-1.190E+01,-1.041E+02,2.000E-01
1.01E+02,4.642E+02,-1.199E+01,-1.050E+02,2.000E-01
1.02E+02,4.713E+02,-1.177E+01,-1.048E+02,2.000E-01
1.03E+02,4.786E+02,-1.188E+01,-1.051E+02,2.000E-01
1.04E+02,4.860E+02,-1.163E+01,-1.059E+02,2.000E-01
1.05E+02,4.936E+02,-1.085E+01,-1.059E+02,2.000E-01
1.06E+02,5.012E+02,-1.085E+01,-1.062E+02,2.000E-01
1.07E+02,5.089E+02,-1.090E+01,-1.070E+02,2.000E-01
1.08E+02,5.168E+02,-1.028E+01,-1.072E+02,2.000E-01
1.09E+02,5.248E+02,-1.030E+01,-1.077E+02,2.000E-01
1.10E+02,5.329E+02,-9.859E+00,-1.081E+02,2.000E-01
1.11E+02,5.412E+02,-9.723E+00,-1.087E+02,2.000E-01
1.12E+02,5.495E+02,-9.299E+00,-1.090E+02,2.000E-01
1.13E+02,5.580E+02,-8.764E+00,-1.092E+02,2.000E-01
1.14E+02,5.667E+02,-9.018E+00,-1.102E+02,2.000E-01
1.15E+02,5.754E+02,-8.658E+00,-1.106E+02,2.000E-01
1.16E+02,5.843E+02,-8.489E+00,-1.111E+02,2.000E-01
1.17E+02,5.934E+02,-8.123E+00,-1.116E+02,2.000E-01
1.18E+02,6.026E+02,-7.938E+00,-1.124E+02,2.000E-01
1.19E+02,6.119E+02,-7.635E+00,-1.131E+02,2.000E-01
1.20E+02,6.213E+02,-7.700E+00,-1.137E+02,2.000E-01
1.21E+02,6.310E+02,-7.045E+00,-1.146E+02,2.000E-01
1.22E+02,6.407E+02,-6.844E+00,-1.155E+02,2.000E-01
1.23E+02,6.506E+02,-6.412E+00,-1.161E+02,2.000E-01
1.24E+02,6.607E+02,-5.949E+00,-1.170E+02,2.000E-01
1.25E+02,6.709E+02,-5.481E+00,-1.178E+02,2.000E-01
1.26E+02,6.813E+02,-5.678E+00,-1.191E+02,2.000E-01
1.27E+02,6.918E+02,-5.585E+00,-1.201E+02,2.000E-01
1.28E+02,7.025E+02,-5.073E+00,-1.213E+02,2.000E-01
1.29E+02,7.134E+02,-4.620E+00,-1.223E+02,2.000E-01
1.30E+02,7.244E+02,-4.502E+00,-1.236E+02,2.000E-01
1.31E+02,7.356E+02,-4.171E+00,-1.250E+02,2.000E-01
1.32E+02,7.470E+02,-3.846E+00,-1.264E+02,2.000E-01
1.33E+02,7.586E+02,-3.531E+00,-1.279E+02,2.000E-01
1.34E+02,7.703E+02,-3.269E+00,-1.294E+02,2.000E-01
1.35E+02,7.822E+02,-3.077E+00,-1.312E+02,2.000E-01
1.36E+02,7.943E+02,-2.712E+00,-1.333E+02,2.000E-01
1.37E+02,8.066E+02,-2.227E+00,-1.349E+02,2.000E-01
1.38E+02,8.191E+02,-1.920E+00,-1.373E+02,2.000E-01
1.39E+02,8.318E+02,-1.661E+00,-1.397E+02,2.000E-01
1.40E+02,8.446E+02,-1.126E+00,-1.419E+02,2.000E-01
1.41E+02,8.577E+02,-9.582E-01,-1.446E+02,2.000E-01
1.42E+02,8.710E+02,-5.543E-01,-1.474E+02,2.000E-01
1.43E+02,8.844E+02,-1.191E-01,-1.500E+02,2.000E-01
1.44E+02,8.981E+02,2.679E-01,-1.530E+02,2.000E-01
1.45E+02,9.120E+02,5.888E-01,-1.562E+02,2.000E-01
1.46E+02,9.261E+02,9.734E-01,-1.595E+02,2.000E-01
1.47E+02,9.404E+02,1.063E+00,-1.631E+02,2.000E-01
1.48E+02,9.550E+02,1.261E+00,-1.669E+02,2.000E-01
1.49E+02,9.698E+02,1.483E+00,-1.706E+02,2.000E-01
1.50E+02,9.848E+02,1.509E+00,-1.747E+02,2.000E-01
1.51E+02,1.000E+03,1.385E+00,-1.789E+02,2.000E-01
1.52E+02,1.015E+03,1.526E+00,1.774E+02,2.000E-01
1.53E+02,1.031E+03,1.485E+00,1.732E+02,2.000E-01
1.54E+02,1.047E+03,1.701E+00,1.698E+02,2.000E-01
1.55E+02,1.063E+03,1.598E+00,1.660E+02,2.000E-01
1.56E+02,1.080E+03,1.296E+00,1.621E+02,2.000E-01
1.57E+02,1.096E+03,1.335E+00,1.590E+02,2.000E-01
1.58E+02,1.113E+03,1.120E+00,1.556E+02,2.000E-01
1.59E+02,1.131E+03,8.698E-01,1.524E+02,2.000E-01
1.60E+02,1.148E+03,8.297E-01,1.496E+02,2.000E-01
1.61E+02,1.166E+03,5.389E-01,1.467E+02,2.000E-01
1.62E+02,1.184E+03,6.279E-01,1.442E+02,2.000E-01
1.63E+02,1.202E+03,2.537E-01,1.416E+02,2.000E-01
1.64E+02,1.221E+03,-1.254E-01,1.390E+02,2.000E-01
1.65E+02,1.240E+03,-3.791E-01,1.368E+02,2.000E-01
1.66E+02,1.259E+03,-6.793E-01,1.348E+02,2.000E-01
1.67E+02,1.278E+03,-1.146E+00,1.327E+02,2.000E-01
1.68E+02,1.298E+03,-1.408E+00,1.311E+02,2.000E-01
1.69E+02,1.318E+03,-1.610E+00,1.295E+02,2.000E-01
1.70E+02,1.339E+03,-1.886E+00,1.280E+02,2.000E-01
1.71E+02,1.359E+03,-2.075E+00,1.265E+02,2.000E-01
1.72E+02,1.380E+03,-2.291E+00,1.251E+02,2.000E-01
1.73E+02,1.402E+03,-2.654E+00,1.237E+02,2.000E-01
1.74E+02,1.423E+03,-2.861E+00,1.225E+02,2.000E-01
1.75E+02,1.445E+03,-3.240E+00,1.213E+02,2.000E-01
1.76E+02,1.468E+03,-3.468E+00,1.201E+02,2.000E-01
1.77E+02,1.491E+03,-3.524E+00,1.193E+02,2.000E-01
1.78E+02,1.514E+03,-3.996E+00,1.184E+02,2.000E-01
1.79E+02,1.537E+03,-4.334E+00,1.175E+02,2.000E-01
1.80E+02,1.561E+03,-4.552E+00,1.167E+02,2.000E-01
1.81E+02,1.585E+03,-4.777E+00,1.157E+02,2.000E-01
1.82E+02,1.609E+03,-5.056E+00,1.150E+02,2.000E-01
1.83E+02,1.634E+03,-5.200E+00,1.142E+02,2.000E-01
1.84E+02,1.660E+03,-5.386E+00,1.135E+02,2.000E-01
1.85E+02,1.685E+03,-5.685E+00,1.128E+02,2.000E-01
1.86E+02,1.711E+03,-5.868E+00,1.123E+02,2.000E-01
1.87E+02,1.738E+03,-6.057E+00,1.118E+02,2.000E-01
1.88E+02,1.765E+03,-6.406E+00,1.111E+02,2.000E-01
1.89E+02,1.792E+03,-6.548E+00,1.105E+02,2.000E-01
1.90E+02,1.820E+03,-6.763E+00,1.099E+02,2.000E-01
1.91E+02,1.848E+03,-6.970E+00,1.094E+02,2.000E-01
1.92E+02,1.876E+03,-7.251E+00,1.089E+02,2.000E-01
1.93E+02,1.905E+03,-7.427E+00,1.085E+02,2.000E-01
1.94E+02,1.935E+03,-7.729E+00,1.081E+02,2.000E-01
1.95E+02,1.965E+03,-7.859E+00,1.078E+02,2.000E-01
1.96E+02,1.995E+03,-8.141E+00,1.072E+02,2.000E-01
1.97E+02,2.026E+03,-8.233E+00,1.068E+02,2.000E-01
1.98E+02,2.057E+03,-8.540E+00,1.066E+02,2.000E-01
1.99E+02,2.089E+03,-8.730E+00,1.060E+02,2.000E-01
2.00E+02,2.122E+03,-9.024E+00,1.058E+02,2.000E-01
2.01E+02,2.154E+03,-9.114E+00,1.053E+02,2.000E-01
2.02E+02,2.188E+03,-9.256E+00,1.049E+02,2.000E-01
2.03E+02,2.222E+03,-9.485E+00,1.048E+02,2.000E-01
2.04E+02,2.256E+03,-9.727E+00,1.044E+02,2.000E-01
2.05E+02,2.291E+03,-9.879E+00,1.042E+02,2.000E-01
2.06E+02,2.326E+03,-9.984E+00,1.039E+02,2.000E-01
2.07E+02,2.362E+03,-1.016E+01,1.035E+02,2.000E-01
2.08E+02,2.399E+03,-1.041E+01,1.033E+02,2.000E-01
2.09E+02,2.436E+03,-1.042E+01,1.030E+02,2.000E-01
2.10E+02,2.474E+03,-1.056E+01,1.028E+02,2.000E-01
2.11E+02,2.512E+03,-1.081E+01,1.025E+02,2.000E-01
2.12E+02,2.551E+03,-1.101E+01,1.022E+02,2.000E-01
2.13E+02,2.590E+03,-1.126E+01,1.020E+02,2.000E-01
2.14E+02,2.630E+03,-1.150E+01,1.018E+02,2.000E-01
2.15E+02,2.671E+03,-1.162E+01,1.017E+02,2.000E-01
2.16E+02,2.712E+03,-1.166E+01,1.014E+02,2.000E-01
2.17E+02,2.754E+03,-1.193E+01,1.012E+02,2.000E-01
2.18E+02,2.797E+03,-1.192E+01,1.011E+02,2.000E-01
2.19E+02,2.840E+03,-1.206E+01,1.008E+02,2.000E-01
2.20E+02,2.884E+03,-1.225E+01,1.006E+02,2.000E-01
2.21E+02,2.929E+03,-1.238E+01,1.004E+02,2.000E-01
2.22E+02,2.974E+03,-1.257E+01,1.001E+02,2.000E-01
2.23E+02,3.020E+03,-1.268E+01,9.991E+01,2.000E-01
2.24E+02,3.067E+03,-1.283E+01,9.989E+01,2.000E-01
2.25E+02,3.114E+03,-1.296E+01,9.975E+01,2.000E-01
2.26E+02,3.162E+03,-1.315E+01,9.964E+01,2.000E-01
2.27E+02,3.211E+03,-1.337E+01,9.931E+01,2.000E-01
2.28E+02,3.261E+03,-1.358E+01,9.916E+01,2.000E-01
2.29E+02,3.311E+03,-1.368E+01,9.888E+01,2.000E-01
2.30E+02,3.363E+03,-1.400E+01,9.884E+01,2.000E-01
2.31E+02,3.415E+03,-1.399E+01,9.867E+01,2.000E-01
2.32E+02,3.467E+03,-1.418E+01,9.848E+01,2.000E-01
2.33E+02,3.521E+03,-1.423E+01,9.854E+01,2.000E-01
2.34E+02,3.575E+03,-1.443E+01,9.826E+01,2.000E-01
2.35E+02,3.631E+03,-1.453E+01,9.816E+01,2.000E-01
2.36E+02,3.687E+03,-1.471E+01,9.801E+01,2.000E-01
2.37E+02,3.744E+03,-1.489E+01,9.779E+01,2.000E-01
2.38E+02,3.802E+03,-1.490E+01,9.771E+01,2.000E-01
2.39E+02,3.861E+03,-1.513E+01,9.762E+01,2.000E-01
2.40E+02,3.920E+03,-1.520E+01,9.768E+01,2.000E-01
2.41E+02,3.981E+03,-1.553E+01,9.743E+01,2.000E-01
2.42E+02,4.043E+03,-1.554E+01,9.719E+01,2.000E-01
2.43E+02,4.105E+03,-1.552E+01,9.717E+01,2.000E-01
2.44E+02,4.169E+03,-1.574E+01,9.690E+01,2.000E-01
2.45E+02,4.233E+03,-1.599E+01,9.682E+01,2.000E-01
2.46E+02,4.299E+03,-1.615E+01,9.690E+01,2.000E-01
2.47E+02,4.365E+03,-1.621E+01,9.659E+01,2.000E-01
2.48E+02,4.433E+03,-1.644E+01,9.653E+01,2.000E-01
2.49E+02,4.501E+03,-1.660E+01,9.654E+01,2.000E-01
2.50E+02,4.571E+03,-1.677E+01,9.630E+01,2.000E-01
2.51E+02,4.642E+03,-1.682E+01,9.629E+01,2.000E-01
2.52E+02,4.713E+03,-1.694E+01,9.624E+01,2.000E-01
2.53E+02,4.786E+03,-1.713E+01,9.601E+01,2.000E-01
2.54E+02,4.860E+03,-1.721E+01,9.593E+01,2.000E-01
2.55E+02,4.936E+03,-1.731E+01,9.583E+01,2.000E-01
2.56E+02,5.012E+03,-1.757E+01,9.564E+01,2.000E-01
2.57E+02,5.089E+03,-1.750E+01,9.547E+01,2.000E-01
2.58E+02,5.168E+03,-1.775E+01,9.555E+01,2.000E-01
2.59E+02,5.248E+03,-1.783E+01,9.544E+01,2.000E-01
2.60E+02,5.329E+03,-1.808E+01,9.520E+01,2.000E-01
2.61E+02,5.412E+03,-1.827E+01,9.512E+01,2.000E-01
2.62E+02,5.495E+03,-1.832E+01,9.524E+01,2.000E-01
2.63E+02,5.580E+03,-1.844E+01,9.532E+01,2.000E-01
2.64E+02,5.667E+03,-1.860E+01,9.495E+01,2.000E-01
2.65E+02,5.754E+03,-1.865E+01,9.482E+01,2.000E-01
2.66E+02,5.843E+03,-1.882E+01,9.499E+01,2.000E-01
2.67E+02,5.934E+03,-1.894E+01,9.463E+01,2.000E-01
2.68E+02,6.026E+03,-1.907E+01,9.470E+01,2.000E-01
2.69E+02,6.119E+03,-1.920E+01,9.448E+01,2.000E-01
2.70E+02,6.213E+03,-1.939E+01,9.473E+01,2.000E-01
2.71E+02,6.310E+03,-1.960E+01,9.453E+01,2.000E-01
2.72E+02,6.407E+03,-1.972E+01,9.439E+01,2.000E-01
2.73E+02,6.506E+03,-1.980E+01,9.419E+01,2.000E-01
2.74E+02,6.607E+03,-1.995E+01,9.417E+01,2.000E-01
2.75E+02,6.709E+03,-2.006E+01,9.426E+01,2.000E-01
2.76E+02,6.813E+03,-2.016E+01,9.414E+01,2.000E-01
2.77E+02,6.918E+03,-2.036E+01,9.390E+01,2.000E-01
2.78E+02,7.025E+03,-2.053E+01,9.389E+01,2.000E-01
2.79E+02,7.134E+03,-2.065E+01,9.393E+01,2.000E-01
2.80E+02,7.244E+03,-2.087E+01,9.401E+01,2.000E-01
2.81E+02,7.356E+03,-2.089E+01,9.392E+01,2.000E-01
2.82E+02,7.470E+03,-2.106E+01,9.370E+01,2.000E-01
2.83E+02,7.586E+03,-2.125E+01,9.347E+01,2.000E-01
2.84E+02,7.703E+03,-2.142E+01,9.361E+01,2.000E-01
2.85E+02,7.822E+03,-2.155E+01,9.337E+01,2.000E-01
2.86E+02,7.943E+03,-2.163E+01,9.358E+01,2.000E-01
2.87E+02,8.066E+03,-2.181E+01,9.335E+01,2.000E-01
2.88E+02,8.191E+03,-2.193E+01,9.334E+01,2.000E-01
2.89E+02,8.318E+03,-2.208E+01,9.359E+01,2.000E-01
2.90E+02,8.446E+03,-2.207E+01,9.302E+01,2.000E-01
2.91E+02,8.577E+03,-2.226E+01,9.337E+01,2.000E-01
2.92E+02,8.710E+03,-2.230E+01,9.305E+01,2.000E-01
2.93E+02,8.844E+03,-2.252E+01,9.317E+01,2.000E-01
2.94E+02,8.981E+03,-2.264E+01,9.284E+01,2.000E-01
2.95E+02,9.120E+03,-2.287E+01,9.279E+01,2.000E-01
2.96E+02,9.261E+03,-2.302E+01,9.301E+01,2.000E-01
2.97E+02,9.404E+03,-2.325E+01,9.285E+01,2.000E-01
2.98E+02,9.550E+03,-2.326E+01,9.295E+01,2.000E-01
2.99E+02,9.698E+03,-2.341E+01,9.260E+01,2.000E-01
3.00E+02,9.848E+03,-2.349E+01,9.277E+01,2.000E-01
3.01E+02,1.000E+04,-2.364E+01,9.250E+01,2.000E-01
