in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
1.19E+02,1.514E+02,9.026E+00,-2.160E+01,1.000E-02
1.20E+02,1.549E+02,9.023E+00,-2.282E+01,1.000E-02
1.21E+02,1.585E+02,9.083E+00,-2.349E+01,1.000E-02
1.22E+02,1.622E+02,9.073E+00,-2.439E+01,1.000E-02
1.23E+02,1.660E+02,9.083E+00,-2.504E+01,1.000E-02
1.24E+02,1.698E+02,9.070E+00,-2.557E+01,1.000E-02
1.25E+02,1.738E+02,9.038E+00,-2.646E+01,1.000E-02
1.26E+02,1.778E+02,9.018E+00,-2.716E+01,1.000E-02
1.27E+02,1.820E+02,9.048E+00,-2.824E+01,1.000E-02
1.28E+02,1.862E+02,9.036E+00,-2.893E+01,1.000E-02
1.29E+02,1.905E+02,8.957E+00,-2.968E+01,1.000E-02
1.30E+02,1.950E+02,9.002E+00,-3.061E+01,1.000E-02
1.31E+02,1.995E+02,8.912E+00,-3.114E+01,1.000E-02
1.32E+02,2.042E+02,8.892E+00,-3.188E+01,1.000E-02
1.33E+02,2.089E+02,8.889E+00,-3.299E+01,1.000E-02
1.34E+02,2.138E+02,8.874E+00,-3.362E+01,1.000E-02
1.35E+02,2.188E+02,8.787E+00,-3.467E+01,1.000E-02
1.36E+02,2.239E+02,8.658E+00,-3.513E+01,1.000E-02
1.37E+02,2.291E+02,8.629E+00,-3.625E+01,1.000E-02
1.38E+02,2.344E+02,8.609E+00,-3.645E+01,1.000E-02
1.39E+02,2.399E+02,8.539E+00,-3.766E+01,1.000E-02
1.40E+02,2.455E+02,8.481E+00,-3.852E+01,1.000E-02
1.41E+02,2.512E+02,8.350E+00,-3.936E+01,1.000E-02
1.42E+02,2.570E+02,8.265E+00,-3.979E+01,1.000E-02
1.43E+02,2.630E+02,8.157E+00,-4.075E+01,1.000E-02
1.44E+02,2.692E+02,8.130E+00,-4.149E+01,1.000E-02
1.45E+02,2.754E+02,8.089E+00,-4.234E+01,1.000E-02
1.46E+02,2.818E+02,7.907E+00,-4.248E+01,1.000E-02
1.47E+02,2.884E+02,7.801E+00,-4.384E+01,1.000E-02
1.48E+02,2.951E+02,7.790E+00,-4.424E+01,1.000E-02
1.49E+02,3.020E+02,7.655E+00,-4.455E+01,1.000E-02
1.50E+02,3.090E+02,7.523E+00,-4.566E+01,1.000E-02
1.51E+02,3.162E+02,7.473E+00,-4.632E+01,1.000E-02
1.52E+02,3.236E+02,7.348E+00,-4.698E+01,1.000E-02
1.53E+02,3.311E+02,7.189E+00,-4.723E+01,1.000E-02
1.54E+02,3.388E+02,7.103E+00,-4.802E+01,1.000E-02
1.55E+02,3.467E+02,6.994E+00,-4.893E+01,1.000E-02
1.56E+02,3.548E+02,6.857E+00,-4.986E+01,1.000E-02
1.57E+02,3.631E+02,6.768E+00,-5.076E+01,1.000E-02
1.58E+02,3.715E+02,6.687E+00,-5.086E+01,1.000E-02
1.59E+02,3.802E+02,6.439E+00,-5.195E+01,1.000E-02
1.60E+02,3.890E+02,6.355E+00,-5.202E+01,1.000E-02
1.61E+02,3.981E+02,6.202E+00,-5.325E+01,1.000E-02
1.62E+02,4.074E+02,6.125E+00,-5.342E+01,1.000E-02
1.63E+02,4.169E+02,5.921E+00,-5.408E+01,1.000E-02
1.64E+02,4.266E+02,5.824E+00,-5.493E+01,1.000E-02
1.65E+02,4.365E+02,5.568E+00,-5.557E+01,1.000E-02
1.66E+02,4.467E+02,5.627E+00,-5.575E+01,1.000E-02
1.67E+02,4.571E+02,5.378E+00,-5.627E+01,1.000E-02
1.68E+02,4.677E+02,5.283E+00,-5.690E+01,1.000E-02
1.69E+02,4.786E+02,5.068E+00,-5.777E+01,1.000E-02
1.70E+02,4.898E+02,4.920E+00,-5.799E+01,1.000E-02
1.71E+02,5.012E+02,4.755E+00,-5.938E+01,1.000E-02
1.72E+02,5.129E+02,4.690E+00,-5.955E+01,1.000E-02
1.73E+02,5.248E+02,4.535E+00,-6.004E+01,1.000E-02
1.74E+02,5.370E+02,4.439E+00,-5.972E+01,1.000E-02
1.75E+02,5.495E+02,4.163E+00,-5.993E+01,1.000E-02
1.76E+02,5.623E+02,4.061E+00,-6.120E+01,1.000E-02
1.77E+02,5.754E+02,3.926E+00,-6.190E+01,1.000E-02
1.78E+02,5.888E+02,3.684E+00,-6.261E+01,1.000E-02
1.79E+02,6.026E+02,3.548E+00,-6.254E+01,1.000E-02
1.80E+02,6.166E+02,3.391E+00,-6.304E+01,1.000E-02
1.81E+02,6.310E+02,3.348E+00,-6.391E+01,1.000E-02
1.82E+02,6.457E+02,3.094E+00,-6.480E+01,1.000E-02
1.83E+02,6.607E+02,2.844E+00,-6.492E+01,1.000E-02
1.84E+02,6.761E+02,2.798E+00,-6.448E+01,1.000E-02
1.85E+02,6.918E+02,2.639E+00,-6.524E+01,1.000E-02
1.86E+02,7.079E+02,2.381E+00,-6.645E+01,1.000E-02
1.87E+02,7.244E+02,2.295E+00,-6.620E+01,1.000E-02
1.88E+02,7.413E+02,2.037E+00,-6.671E+01,1.000E-02
1.89E+02,7.586E+02,1.867E+00,-6.669E+01,1.000E-02
1.90E+02,7.762E+02,1.724E+00,-6.801E+01,1.000E-02
1.91E+02,7.943E+02,1.505E+00,-6.823E+01,1.000E-02
1.92E+02,8.128E+02,1.414E+00,-6.721E+01,1.000E-02
1.93E+02,8.318E+02,1.216E+00,-6.824E+01,1.000E-02
1.94E+02,8.511E+02,1.142E+00,-6.836E+01,1.000E-02
1.95E+02,8.710E+02,7.719E-01,-6.889E+01,1.000E-02
1.96E+02,8.913E+02,7.656E-01,-6.921E+01,1.000E-02
1.97E+02,9.120E+02,5.211E-01,-7.018E+01,1.000E-02
1.98E+02,9.333E+02,3.032E-01,-7.008E+01,1.000E-02
1.99E+02,9.550E+02,2.100E-01,-6.980E+01,1.000E-02
2.00E+02,9.772E+02,-7.261E-02,-7.089E+01,1.000E-02
2.01E+02,1.000E+03,-1.501E-01,-7.141E+01,1.000E-02
