in s,C2 in V
-5.9942501E+00,-1.4442444E+00
-5.9941585E+00,-1.4494324E+00
-5.9940670E+00,-1.4469910E+00
-5.9939754E+00,-1.4442444E+00
-5.9938838E+00,-1.4405823E+00
-5.9937923E+00,-1.4418030E+00
-5.9937007E+00,-1.4411926E+00
-5.9936092E+00,-1.4393616E+00
-5.9935176E+00,-1.4424133E+00
-5.9934260E+00,-1.4427185E+00
-5.9933345E+00,-1.4433289E+00
-5.9932429E+00,-1.4405823E+00
-5.9931514E+00,-1.4399719E+00
-5.9930598E+00,-1.4360046E+00
-5.9929682E+00,-1.4369202E+00
-5.9928767E+00,-1.4356995E+00
-5.9927851E+00,-1.4369202E+00
-5.9926936E+00,-1.4381409E+00
-5.9926020E+00,-1.4396667E+00
-5.9925104E+00,-1.4430237E+00
-5.9924189E+00,-1.4445496E+00
-5.9923273E+00,-1.4472961E+00
-5.9922358E+00,-1.4479065E+00
-5.9921442E+00,-1.4445496E+00
-5.9920526E+00,-1.4427185E+00
-5.9919611E+00,-1.4445496E+00
-5.9918695E+00,-1.4424133E+00
-5.9917780E+00,-1.4460754E+00
-5.9916864E+00,-1.4445496E+00
-5.9915948E+00,-1.4463806E+00
-5.9915033E+00,-1.4512634E+00
-5.9914117E+00,-1.4512634E+00
-5.9913202E+00,-1.4500427E+00
-5.9912286E+00,-1.4506531E+00
-5.9911370E+00,-1.4497375E+00
-5.9910455E+00,-1.4476013E+00
-5.9909539E+00,-1.4482117E+00
-5.9908624E+00,-1.4476013E+00
-5.9907708E+00,-1.4476013E+00
-5.9906792E+00,-1.4494324E+00
-5.9905877E+00,-1.4558411E+00
-5.9904961E+00,-1.4585876E+00
-5.9904046E+00,-1.4595032E+00
-5.9903130E+00,-1.4567566E+00
-5.9902214E+00,-1.4631653E+00
-5.9901299E+00,-1.4579773E+00
-5.9900383E+00,-1.4573669E+00
-5.9899468E+00,-1.4579773E+00
-5.9898552E+00,-1.4558411E+00
-5.9897636E+00,-1.4561462E+00
-5.9896721E+00,-1.4561462E+00
-5.9895805E+00,-1.4512634E+00
-5.9894890E+00,-1.4518738E+00
-5.9893974E+00,-1.4521790E+00
-5.9893058E+00,-1.4579773E+00
-5.9892143E+00,-1.4582825E+00
-5.9891227E+00,-1.4637756E+00
-5.9890312E+00,-1.4631653E+00
-5.9889396E+00,-1.4646912E+00
-5.9888480E+00,-1.4665222E+00
-5.9887565E+00,-1.4714050E+00
-5.9886649E+00,-1.4735413E+00
-5.9885734E+00,-1.4714050E+00
-5.9884818E+00,-1.4732361E+00
-5.9883902E+00,-1.4695740E+00
-5.9882987E+00,-1.4668274E+00
-5.9882071E+00,-1.4637756E+00
-5.9881156E+00,-1.4616394E+00
-5.9880240E+00,-1.4640808E+00
-5.9879324E+00,-1.4643860E+00
-5.9878409E+00,-1.4646912E+00
-5.9877493E+00,-1.4628601E+00
-5.9876578E+00,-1.4598083E+00
-5.9875662E+00,-1.4640808E+00
-5.9874746E+00,-1.4659119E+00
-5.9873831E+00,-1.4622498E+00
-5.9872915E+00,-1.4604187E+00
-5.9872000E+00,-1.4573669E+00
-5.9871084E+00,-1.4646912E+00
-5.9870168E+00,-1.4646912E+00
-5.9869253E+00,-1.4631653E+00
-5.9868337E+00,-1.4628601E+00
-5.9867422E+00,-1.4595032E+00
-5.9866506E+00,-1.4598083E+00
-5.9865590E+00,-1.4598083E+00
-5.9864675E+00,-1.4564514E+00
-5.9863759E+00,-1.4549255E+00
-5.9862844E+00,-1.4537048E+00
-5.9861928E+00,-1.4494324E+00
-5.9861012E+00,-1.4540100E+00
-5.9860097E+00,-1.4546204E+00
-5.9859181E+00,-1.4543152E+00
-5.9858266E+00,-1.4540100E+00
-5.9857350E+00,-1.4537048E+00
-5.9856434E+00,-1.4588928E+00
-5.9855519E+00,-1.4631653E+00
-5.9854603E+00,-1.4628601E+00
-5.9853688E+00,-1.4604187E+00
-5.9852772E+00,-1.4613342E+00
-5.9851856E+00,-1.4549255E+00
-5.9850941E+00,-1.4543152E+00
-5.9850025E+00,-1.4546204E+00
-5.9849110E+00,-1.4570618E+00
-5.9848194E+00,-1.4533997E+00
-5.9847278E+00,-1.4546204E+00
-5.9846363E+00,-1.4543152E+00
-5.9845447E+00,-1.4604187E+00
-5.9844532E+00,-1.4613342E+00
-5.9843616E+00,-1.4591980E+00
-5.9842700E+00,-1.4601135E+00
-5.9841785E+00,-1.4598083E+00
-5.9840869E+00,-1.4591980E+00
-5.9839954E+00,-1.4604187E+00
-5.9839038E+00,-1.4576721E+00
-5.9838122E+00,-1.4564514E+00
-5.9837207E+00,-1.4558411E+00
-5.9836291E+00,-1.4573669E+00
-5.9835376E+00,-1.4558411E+00
-5.9834460E+00,-1.4558411E+00
-5.9833544E+00,-1.4601135E+00
-5.9832629E+00,-1.4643860E+00
-5.9831713E+00,-1.4643860E+00
-5.9830798E+00,-1.4619446E+00
-5.9829882E+00,-1.4598083E+00
-5.9828966E+00,-1.4567566E+00
-5.9828051E+00,-1.4543152E+00
-5.9827135E+00,-1.4518738E+00
-5.9826220E+00,-1.4524841E+00
-5.9825304E+00,-1.4530945E+00
-5.9824388E+00,-1.4570618E+00
-5.9823473E+00,-1.4558411E+00
-5.9822557E+00,-1.4518738E+00
-5.9821642E+00,-1.4555359E+00
-5.9820726E+00,-1.4549255E+00
-5.9819810E+00,-1.4579773E+00
-5.9818895E+00,-1.4558411E+00
-5.9817979E+00,-1.4549255E+00
-5.9817064E+00,-1.4537048E+00
-5.9816148E+00,-1.4482117E+00
-5.9815232E+00,-1.4500427E+00
-5.9814317E+00,-1.4518738E+00
-5.9813401E+00,-1.4488220E+00
-5.9812486E+00,-1.4491272E+00
-5.9811570E+00,-1.4515686E+00
-5.9810654E+00,-1.4472961E+00
-5.9809739E+00,-1.4445496E+00
-5.9808823E+00,-1.4399719E+00
-5.9807908E+00,-1.4430237E+00
-5.9806992E+00,-1.4399719E+00
-5.9806076E+00,-1.4405823E+00
-5.9805161E+00,-1.4424133E+00
-5.9804245E+00,-1.4421082E+00
-5.9803330E+00,-1.4457703E+00
-5.9802414E+00,-1.4454651E+00
-5.9801498E+00,-1.4430237E+00
-5.9800583E+00,-1.4411926E+00
-5.9799667E+00,-1.4399719E+00
-5.9798752E+00,-1.4402771E+00
-5.9797836E+00,-1.4414978E+00
-5.9796920E+00,-1.4448547E+00
-5.9796005E+00,-1.4466858E+00
-5.9795089E+00,-1.4430237E+00
-5.9794174E+00,-1.4482117E+00
-5.9793258E+00,-1.4503479E+00
-5.9792342E+00,-1.4479065E+00
-5.9791427E+00,-1.4494324E+00
-5.9790511E+00,-1.4433289E+00
-5.9789596E+00,-1.4393616E+00
-5.9788680E+00,-1.4479065E+00
-5.9787764E+00,-1.4466858E+00
-5.9786849E+00,-1.4469910E+00
-5.9785933E+00,-1.4518738E+00
-5.9785018E+00,-1.4491272E+00
-5.9784102E+00,-1.4537048E+00
-5.9783186E+00,-1.4533997E+00
-5.9782271E+00,-1.4491272E+00
-5.9781355E+00,-1.4466858E+00
-5.9780440E+00,-1.4543152E+00
-5.9779524E+00,-1.4530945E+00
-5.9778608E+00,-1.4521790E+00
-5.9777693E+00,-1.4454651E+00
-5.9776777E+00,-1.4430237E+00
-5.9775862E+00,-1.4414978E+00
-5.9774946E+00,-1.4396667E+00
-5.9774030E+00,-1.4421082E+00
-5.9773115E+00,-1.4378357E+00
-5.9772199E+00,-1.4360046E+00
-5.9771284E+00,-1.4366150E+00
-5.9770368E+00,-1.4411926E+00
-5.9769452E+00,-1.4393616E+00
-5.9768537E+00,-1.4356995E+00
-5.9767621E+00,-1.4366150E+00
-5.9766706E+00,-1.4384460E+00
-5.9765790E+00,-1.4360046E+00
-5.9764874E+00,-1.4369202E+00
-5.9763959E+00,-1.4347839E+00
-5.9763043E+00,-1.4378357E+00
-5.9762128E+00,-1.4366150E+00
-5.9761212E+00,-1.4369202E+00
-5.9760296E+00,-1.4378357E+00
-5.9759381E+00,-1.4274597E+00
-5.9758465E+00,-1.4277649E+00
-5.9757550E+00,-1.4274597E+00
-5.9756634E+00,-1.4289856E+00
-5.9755718E+00,-1.4314270E+00
-5.9754803E+00,-1.4317322E+00
-5.9753887E+00,-1.4311218E+00
-5.9752972E+00,-1.4335632E+00
-5.9752056E+00,-1.4356995E+00
-5.9751140E+00,-1.4381409E+00
-5.9750225E+00,-1.4399719E+00
-5.9749309E+00,-1.4421082E+00
-5.9748394E+00,-1.4427185E+00
-5.9747478E+00,-1.4387512E+00
-5.9746562E+00,-1.4396667E+00
-5.9745647E+00,-1.4375305E+00
-5.9744731E+00,-1.4353943E+00
-5.9743816E+00,-1.4302063E+00
-5.9742900E+00,-1.4283752E+00
-5.9741984E+00,-1.4332581E+00
-5.9741069E+00,-1.4302063E+00
-5.9740153E+00,-1.4295959E+00
-5.9739238E+00,-1.4265442E+00
-5.9738322E+00,-1.4308167E+00
-5.9737406E+00,-1.4299011E+00
-5.9736491E+00,-1.4350891E+00
-5.9735575E+00,-1.4363098E+00
-5.9734660E+00,-1.4372253E+00
-5.9733744E+00,-1.4414978E+00
-5.9732828E+00,-1.4427185E+00
-5.9731913E+00,-1.4363098E+00
-5.9730997E+00,-1.4347839E+00
-5.9730082E+00,-1.4323425E+00
-5.9729166E+00,-1.4347839E+00
-5.9728250E+00,-1.4314270E+00
-5.9727335E+00,-1.4363098E+00
-5.9726419E+00,-1.4375305E+00
-5.9725504E+00,-1.4360046E+00
-5.9724588E+00,-1.4347839E+00
-5.9723672E+00,-1.4381409E+00
-5.9722757E+00,-1.4335632E+00
-5.9721841E+00,-1.4344788E+00
-5.9720926E+00,-1.4384460E+00
-5.9720010E+00,-1.4375305E+00
-5.9719094E+00,-1.4427185E+00
-5.9718179E+00,-1.4414978E+00
-5.9717263E+00,-1.4375305E+00
-5.9716348E+00,-1.4369202E+00
-5.9715432E+00,-1.4384460E+00
-5.9714516E+00,-1.4360046E+00
-5.9713601E+00,-1.4332581E+00
-5.9712685E+00,-1.4295959E+00
-5.9711770E+00,-1.4317322E+00
-5.9710854E+00,-1.4280701E+00
-5.9709938E+00,-1.4289856E+00
-5.9709023E+00,-1.4277649E+00
-5.9708107E+00,-1.4250183E+00
-5.9707192E+00,-1.4244080E+00
-5.9706276E+00,-1.4244080E+00
-5.9705360E+00,-1.4216614E+00
-5.9704445E+00,-1.4241028E+00
-5.9703529E+00,-1.4204407E+00
-5.9702614E+00,-1.4179993E+00
-5.9701698E+00,-1.4195251E+00
-5.9700782E+00,-1.4237976E+00
-5.9699867E+00,-1.4295959E+00
-5.9698951E+00,-1.4250183E+00
-5.9698036E+00,-1.4228821E+00
-5.9697120E+00,-1.4155579E+00
-5.9696204E+00,-1.4143372E+00
-5.9695289E+00,-1.4122009E+00
-5.9694373E+00,-1.4167786E+00
-5.9693458E+00,-1.4128113E+00
-5.9692542E+00,-1.4161682E+00
-5.9691626E+00,-1.4146423E+00
-5.9690711E+00,-1.4128113E+00
-5.9689795E+00,-1.4155579E+00
-5.9688880E+00,-1.4109802E+00
-5.9687964E+00,-1.4125061E+00
-5.9687048E+00,-1.4134216E+00
-5.9686133E+00,-1.4161682E+00
-5.9685217E+00,-1.4207458E+00
-5.9684302E+00,-1.4210510E+00
-5.9683386E+00,-1.4204407E+00
-5.9682470E+00,-1.4231873E+00
-5.9681555E+00,-1.4219666E+00
-5.9680639E+00,-1.4195251E+00
-5.9679724E+00,-1.4143372E+00
-5.9678808E+00,-1.4100647E+00
-5.9677892E+00,-1.4073181E+00
-5.9676977E+00,-1.4054871E+00
-5.9676061E+00,-1.4039612E+00
-5.9675146E+00,-1.4094543E+00
-5.9674230E+00,-1.4137268E+00
-5.9673314E+00,-1.4125061E+00
-5.9672399E+00,-1.4183044E+00
-5.9671483E+00,-1.4125061E+00
-5.9670568E+00,-1.4118958E+00
-5.9669652E+00,-1.4173889E+00
-5.9668736E+00,-1.4176941E+00
-5.9667821E+00,-1.4176941E+00
-5.9666905E+00,-1.4167786E+00
-5.9665990E+00,-1.4170837E+00
-5.9665074E+00,-1.4115906E+00
-5.9664158E+00,-1.4076233E+00
-5.9663243E+00,-1.4048767E+00
-5.9662327E+00,-1.4060974E+00
-5.9661412E+00,-1.4030457E+00
-5.9660496E+00,-1.4015198E+00
-5.9659580E+00,-1.3999939E+00
-5.9658665E+00,-1.4012146E+00
-5.9657749E+00,-1.4060974E+00
-5.9656834E+00,-1.4057922E+00
-5.9655918E+00,-1.4012146E+00
-5.9655002E+00,-1.3996887E+00
-5.9654087E+00,-1.3996887E+00
-5.9653171E+00,-1.3966370E+00
-5.9652256E+00,-1.3960266E+00
-5.9651340E+00,-1.3978577E+00
-5.9650424E+00,-1.3966370E+00
-5.9649509E+00,-1.3984680E+00
-5.9648593E+00,-1.3954163E+00
-5.9647678E+00,-1.3957214E+00
-5.9646762E+00,-1.3978577E+00
-5.9645846E+00,-1.3975525E+00
-5.9644931E+00,-1.3905334E+00
-5.9644015E+00,-1.3896179E+00
-5.9643100E+00,-1.3887024E+00
-5.9642184E+00,-1.3887024E+00
-5.9641268E+00,-1.3862610E+00
-5.9640353E+00,-1.3865662E+00
-5.9639437E+00,-1.3868713E+00
-5.9638522E+00,-1.3880920E+00
-5.9637606E+00,-1.3874817E+00
-5.9636690E+00,-1.3893127E+00
-5.9635775E+00,-1.3905334E+00
-5.9634859E+00,-1.3859558E+00
-5.9633944E+00,-1.3832092E+00
-5.9633028E+00,-1.3798523E+00
-5.9632112E+00,-1.3832092E+00
-5.9631197E+00,-1.3795471E+00
-5.9630281E+00,-1.3847351E+00
-5.9629366E+00,-1.3893127E+00
-5.9628450E+00,-1.3880920E+00
-5.9627534E+00,-1.3887024E+00
-5.9626619E+00,-1.3938904E+00
-5.9625703E+00,-1.3905334E+00
-5.9624788E+00,-1.3856506E+00
-5.9623872E+00,-1.3856506E+00
-5.9622956E+00,-1.3871765E+00
-5.9622041E+00,-1.3841248E+00
-5.9621125E+00,-1.3874817E+00
-5.9620210E+00,-1.3911438E+00
-5.9619294E+00,-1.3871765E+00
-5.9618378E+00,-1.3838196E+00
-5.9617463E+00,-1.3835144E+00
-5.9616547E+00,-1.3801575E+00
-5.9615632E+00,-1.3807678E+00
-5.9614716E+00,-1.3777161E+00
-5.9613800E+00,-1.3780212E+00
-5.9612885E+00,-1.3780212E+00
-5.9611969E+00,-1.3768005E+00
-5.9611054E+00,-1.3768005E+00
-5.9610138E+00,-1.3783264E+00
-5.9609222E+00,-1.3746643E+00
-5.9608307E+00,-1.3734436E+00
-5.9607391E+00,-1.3734436E+00
-5.9606476E+00,-1.3743591E+00
-5.9605560E+00,-1.3743591E+00
-5.9604644E+00,-1.3755798E+00
-5.9603729E+00,-1.3740540E+00
-5.9602813E+00,-1.3719177E+00
-5.9601898E+00,-1.3719177E+00
-5.9600982E+00,-1.3691711E+00
-5.9600066E+00,-1.3642883E+00
-5.9599151E+00,-1.3609314E+00
-5.9598235E+00,-1.3587952E+00
-5.9597320E+00,-1.3557434E+00
-5.9596404E+00,-1.3533020E+00
-5.9595488E+00,-1.3533020E+00
-5.9594573E+00,-1.3542175E+00
-5.9593657E+00,-1.3581848E+00
-5.9592742E+00,-1.3560486E+00
-5.9591826E+00,-1.3517761E+00
-5.9590910E+00,-1.3499451E+00
-5.9589995E+00,-1.3539124E+00
-5.9589079E+00,-1.3581848E+00
-5.9588164E+00,-1.3563538E+00
-5.9587248E+00,-1.3560486E+00
-5.9586332E+00,-1.3557434E+00
-5.9585417E+00,-1.3533020E+00
-5.9584501E+00,-1.3572693E+00
-5.9583586E+00,-1.3520813E+00
-5.9582670E+00,-1.3587952E+00
-5.9581754E+00,-1.3594055E+00
-5.9580839E+00,-1.3603210E+00
-5.9579923E+00,-1.3624573E+00
-5.9579008E+00,-1.3584900E+00
-5.9578092E+00,-1.3606262E+00
-5.9577176E+00,-1.3529968E+00
-5.9576261E+00,-1.3484192E+00
-5.9575345E+00,-1.3459778E+00
-5.9574430E+00,-1.3459778E+00
-5.9573514E+00,-1.3450623E+00
-5.9572598E+00,-1.3493347E+00
-5.9571683E+00,-1.3560486E+00
-5.9570767E+00,-1.3578796E+00
-5.9569852E+00,-1.3548279E+00
-5.9568936E+00,-1.3551331E+00
-5.9568020E+00,-1.3554382E+00
-5.9567105E+00,-1.3551331E+00
-5.9566189E+00,-1.3584900E+00
-5.9565274E+00,-1.3563538E+00
-5.9564358E+00,-1.3536072E+00
-5.9563442E+00,-1.3526917E+00
-5.9562527E+00,-1.3533020E+00
-5.9561611E+00,-1.3490295E+00
-5.9560696E+00,-1.3499451E+00
-5.9559780E+00,-1.3517761E+00
-5.9558864E+00,-1.3465881E+00
-5.9557949E+00,-1.3481140E+00
-5.9557033E+00,-1.3508606E+00
-5.9556118E+00,-1.3514709E+00
-5.9555202E+00,-1.3508606E+00
-5.9554286E+00,-1.3465881E+00
-5.9553371E+00,-1.3453674E+00
-5.9552455E+00,-1.3478088E+00
-5.9551540E+00,-1.3487244E+00
-5.9550624E+00,-1.3493347E+00
-5.9549708E+00,-1.3410950E+00
-5.9548793E+00,-1.3468933E+00
-5.9547877E+00,-1.3465881E+00
-5.9546962E+00,-1.3465881E+00
-5.9546046E+00,-1.3444519E+00
-5.9545130E+00,-1.3447571E+00
-5.9544215E+00,-1.3410950E+00
-5.9543299E+00,-1.3374329E+00
-5.9542384E+00,-1.3346863E+00
-5.9541468E+00,-1.3319397E+00
-5.9540552E+00,-1.3349915E+00
-5.9539637E+00,-1.3319397E+00
-5.9538721E+00,-1.3359070E+00
-5.9537806E+00,-1.3371277E+00
-5.9536890E+00,-1.3377380E+00
-5.9535974E+00,-1.3368225E+00
-5.9535059E+00,-1.3331604E+00
-5.9534143E+00,-1.3316345E+00
-5.9533228E+00,-1.3319397E+00
-5.9532312E+00,-1.3279724E+00
-5.9531396E+00,-1.3276672E+00
-5.9530481E+00,-1.3282776E+00
-5.9529565E+00,-1.3255310E+00
-5.9528650E+00,-1.3233948E+00
-5.9527734E+00,-1.3258362E+00
-5.9526818E+00,-1.3221741E+00
-5.9525903E+00,-1.3233948E+00
-5.9524987E+00,-1.3264465E+00
-5.9524072E+00,-1.3276672E+00
-5.9523156E+00,-1.3294983E+00
-5.9522240E+00,-1.3224792E+00
-5.9521325E+00,-1.3240051E+00
-5.9520409E+00,-1.3230896E+00
-5.9519494E+00,-1.3194275E+00
-5.9518578E+00,-1.3200378E+00
-5.9517662E+00,-1.3212585E+00
-5.9516747E+00,-1.3215637E+00
-5.9515831E+00,-1.3157654E+00
-5.9514916E+00,-1.3175964E+00
-5.9514000E+00,-1.3191223E+00
-5.9513084E+00,-1.3182068E+00
-5.9512169E+00,-1.3175964E+00
-5.9511253E+00,-1.3224792E+00
-5.9510338E+00,-1.3230896E+00
-5.9509422E+00,-1.3249207E+00
-5.9508506E+00,-1.3212585E+00
-5.9507591E+00,-1.3212585E+00
-5.9506675E+00,-1.3221741E+00
-5.9505760E+00,-1.3221741E+00
-5.9504844E+00,-1.3221741E+00
-5.9503928E+00,-1.3169861E+00
-5.9503013E+00,-1.3151550E+00
-5.9502097E+00,-1.3157654E+00
-5.9501182E+00,-1.3163757E+00
-5.9500266E+00,-1.3139343E+00
-5.9499350E+00,-1.3157654E+00
-5.9498435E+00,-1.3096619E+00
-5.9497519E+00,-1.3072205E+00
-5.9496604E+00,-1.3081360E+00
-5.9495688E+00,-1.3084412E+00
-5.9494772E+00,-1.3078308E+00
-5.9493857E+00,-1.3044739E+00
-5.9492941E+00,-1.3066101E+00
-5.9492026E+00,-1.3124084E+00
-5.9491110E+00,-1.3130188E+00
-5.9490194E+00,-1.3102722E+00
-5.9489279E+00,-1.3102722E+00
-5.9488363E+00,-1.3081360E+00
-5.9487448E+00,-1.3127136E+00
-5.9486532E+00,-1.3127136E+00
-5.9485616E+00,-1.3099670E+00
-5.9484701E+00,-1.3069153E+00
-5.9483785E+00,-1.3059998E+00
-5.9482870E+00,-1.3011169E+00
-5.9481954E+00,-1.2983704E+00
-5.9481038E+00,-1.2971497E+00
-5.9480123E+00,-1.2925720E+00
-5.9479207E+00,-1.2907410E+00
-5.9478292E+00,-1.2950134E+00
-5.9477376E+00,-1.2879944E+00
-5.9476460E+00,-1.2895203E+00
-5.9475545E+00,-1.2931824E+00
-5.9474629E+00,-1.2931824E+00
-5.9473714E+00,-1.2895203E+00
-5.9472798E+00,-1.2910461E+00
-5.9471882E+00,-1.2876892E+00
-5.9470967E+00,-1.2876892E+00
-5.9470051E+00,-1.2867737E+00
-5.9469136E+00,-1.2889099E+00
-5.9468220E+00,-1.2901306E+00
-5.9467304E+00,-1.2895203E+00
-5.9466389E+00,-1.2867737E+00
-5.9465473E+00,-1.2831116E+00
-5.9464558E+00,-1.2840271E+00
-5.9463642E+00,-1.2791443E+00
-5.9462726E+00,-1.2843323E+00
-5.9461811E+00,-1.2800598E+00
-5.9460895E+00,-1.2797546E+00
-5.9459980E+00,-1.2846375E+00
-5.9459064E+00,-1.2846375E+00
-5.9458148E+00,-1.2852478E+00
-5.9457233E+00,-1.2858582E+00
-5.9456317E+00,-1.2849426E+00
-5.9455402E+00,-1.2828064E+00
-5.9454486E+00,-1.2852478E+00
-5.9453570E+00,-1.2855530E+00
-5.9452655E+00,-1.2852478E+00
-5.9451739E+00,-1.2876892E+00
-5.9450824E+00,-1.2855530E+00
-5.9449908E+00,-1.2846375E+00
-5.9448992E+00,-1.2846375E+00
-5.9448077E+00,-1.2846375E+00
-5.9447161E+00,-1.2852478E+00
-5.9446246E+00,-1.2858582E+00
-5.9445330E+00,-1.2846375E+00
-5.9444414E+00,-1.2825012E+00
-5.9443499E+00,-1.2815857E+00
-5.9442583E+00,-1.2797546E+00
-5.9441668E+00,-1.2800598E+00
-5.9440752E+00,-1.2779236E+00
-5.9439836E+00,-1.2754822E+00
-5.9438921E+00,-1.2730408E+00
-5.9438005E+00,-1.2730408E+00
-5.9437090E+00,-1.2712097E+00
-5.9436174E+00,-1.2730408E+00
-5.9435258E+00,-1.2721252E+00
-5.9434343E+00,-1.2745667E+00
-5.9433427E+00,-1.2693787E+00
-5.9432512E+00,-1.2699890E+00
-5.9431596E+00,-1.2724304E+00
-5.9430680E+00,-1.2751770E+00
-5.9429765E+00,-1.2724304E+00
-5.9428849E+00,-1.2751770E+00
-5.9427934E+00,-1.2712097E+00
-5.9427018E+00,-1.2718201E+00
-5.9426102E+00,-1.2660217E+00
-5.9425187E+00,-1.2648010E+00
-5.9424271E+00,-1.2635803E+00
-5.9423356E+00,-1.2580872E+00
-5.9422440E+00,-1.2532043E+00
-5.9421524E+00,-1.2596130E+00
-5.9420609E+00,-1.2632751E+00
-5.9419693E+00,-1.2660217E+00
-5.9418778E+00,-1.2681580E+00
-5.9417862E+00,-1.2721252E+00
-5.9416946E+00,-1.2675476E+00
-5.9416031E+00,-1.2690735E+00
-5.9415115E+00,-1.2638855E+00
-5.9414200E+00,-1.2629700E+00
-5.9413284E+00,-1.2641907E+00
-5.9412368E+00,-1.2648010E+00
-5.9411453E+00,-1.2638855E+00
-5.9410537E+00,-1.2623596E+00
-5.9409622E+00,-1.2620544E+00
-5.9408706E+00,-1.2632751E+00
-5.9407790E+00,-1.2611389E+00
-5.9406875E+00,-1.2623596E+00
-5.9405959E+00,-1.2663269E+00
-5.9405044E+00,-1.2648010E+00
-5.9404128E+00,-1.2635803E+00
-5.9403212E+00,-1.2651062E+00
-5.9402297E+00,-1.2660217E+00
-5.9401381E+00,-1.2644958E+00
-5.9400466E+00,-1.2586975E+00
-5.9399550E+00,-1.2608337E+00
-5.9398634E+00,-1.2586975E+00
-5.9397719E+00,-1.2620544E+00
-5.9396803E+00,-1.2632751E+00
-5.9395888E+00,-1.2629700E+00
-5.9394972E+00,-1.2574768E+00
-5.9394056E+00,-1.2605286E+00
-5.9393141E+00,-1.2638855E+00
-5.9392225E+00,-1.2666321E+00
-5.9391310E+00,-1.2648010E+00
-5.9390394E+00,-1.2654114E+00
-5.9389478E+00,-1.2651062E+00
-5.9388563E+00,-1.2617493E+00
-5.9387647E+00,-1.2599182E+00
-5.9386732E+00,-1.2586975E+00
-5.9385816E+00,-1.2586975E+00
-5.9384900E+00,-1.2602234E+00
-5.9383985E+00,-1.2629700E+00
-5.9383069E+00,-1.2663269E+00
-5.9382154E+00,-1.2638855E+00
-5.9381238E+00,-1.2593079E+00
-5.9380322E+00,-1.2596130E+00
-5.9379407E+00,-1.2583923E+00
-5.9378491E+00,-1.2574768E+00
-5.9377576E+00,-1.2565613E+00
-5.9376660E+00,-1.2541199E+00
-5.9375744E+00,-1.2525940E+00
-5.9374829E+00,-1.2525940E+00
-5.9373913E+00,-1.2489319E+00
-5.9372998E+00,-1.2477112E+00
-5.9372082E+00,-1.2464905E+00
-5.9371166E+00,-1.2431335E+00
-5.9370251E+00,-1.2452698E+00
-5.9369335E+00,-1.2437439E+00
-5.9368420E+00,-1.2449646E+00
-5.9367504E+00,-1.2452698E+00
-5.9366588E+00,-1.2464905E+00
-5.9365673E+00,-1.2440491E+00
-5.9364757E+00,-1.2464905E+00
-5.9363842E+00,-1.2483215E+00
-5.9362926E+00,-1.2498474E+00
-5.9362010E+00,-1.2507629E+00
-5.9361095E+00,-1.2498474E+00
